"TE_id" "TE_class" "fam_length" "fpkm" "tpm" "TE_class_group"
"54863" "TE_00014677" "MITE/DTM" 79029 0.845196846960538 10.3190815652043 "MITE"
"54864" "TE_00014678_LTR" "LTR/Gypsy" 868 0 0 "LTR"
"54865" "TE_00014679_LTR" "LTR/unknown" 28509 0.976227706140228 11.918848682529 "LTR"
"54866" "TE_00014680" "DNA/DTA" 599 0 0 "DNA"
"54867" "TE_00014681" "LTR/unknown" 7818 0 0 "LTR"
"54868" "TE_00014681_LTR" "LTR/unknown" 22676 0.245469004007336 2.99695234688852 "LTR"
"54869" "TE_00014683" "LTR/Gypsy" 4242 2.62435414185306 32.0409671937972 "LTR"
"54870" "TE_00014683_INT" "LTR/Gypsy" 8303 1.34078167767562 16.3697197201118 "LTR"
"54871" "TE_00014684_INT" "LTR/Copia" 1862 0 0 "LTR"
"54872" "TE_00014685_LTR" "LTR/Gypsy" 1426 0 0 "LTR"
"54873" "TE_00014687_LTR" "LTR/Gypsy" 4700 0 0 "LTR"
"54874" "TE_00014688" "LTR/Gypsy" 5489 0 0 "LTR"
"54875" "TE_00014688_INT" "LTR/Gypsy" 4830 1.15243377533548 14.0701638546675 "LTR"
"54876" "TE_00014689_LTR" "LTR/Gypsy" 25429 0 0 "LTR"
"54877" "TE_00014690" "LTR/Gypsy" 11560 0 0 "LTR"
"54878" "TE_00014690_LTR" "LTR/Gypsy" 6415 0 0 "LTR"
"54879" "TE_00014691" "LTR/unknown" 7876 0 0 "LTR"
"54880" "TE_00014691_LTR" "LTR/unknown" 46302 0.120216300265007 1.4677312301422 "LTR"
"54881" "TE_00014692" "DNA/DTT" 50777 0.876972666344265 10.7070352983507 "DNA"
"54882" "TE_00014693_INT" "LTR/Gypsy" 685 0 0 "LTR"
"54883" "TE_00014694" "DNA/DTC" 2991 26.0540193541241 318.095780626084 "DNA"
"54884" "TE_00014695" "MITE/DTM" 42440 0.39346761085323 4.80388016621424 "MITE"
"54885" "TE_00014696" "MITE/DTT" 683 0 0 "MITE"
"54886" "TE_00014697" "LTR/unknown" 29107 0 0 "LTR"
"54887" "TE_00014697_LTR" "LTR/unknown" 2331 0 0 "LTR"
"54888" "TE_00014698" "DNA/DTC" 4013 0 0 "DNA"
"54889" "TE_00014699" "LTR/unknown" 8667 0 0 "LTR"
"54890" "TE_00014699_LTR" "LTR/unknown" 9594 0 0 "LTR"
"54891" "TE_00014700" "LTR/unknown" 14155 0 0 "LTR"
"54892" "TE_00014700_LTR" "LTR/unknown" 25445 3.71885782247184 45.4038575007565 "LTR"
"54893" "TE_00014701" "LTR/unknown" 10105 0 0 "LTR"
"54894" "TE_00014701_INT" "LTR/unknown" 17294 0.965581438915872 11.788867483181 "LTR"
"54895" "TE_00014702" "DNA/DTM" 4529 1.22902520089873 15.0052752082235 "DNA"
"54896" "TE_00014705_INT" "LTR/Gypsy" 842 0 0 "LTR"
"54897" "TE_00014708" "DNA/DTA" 5805 0.958872546919957 11.7069580392841 "DNA"
"54898" "TE_00014709_LTR" "LTR/Gypsy" 4434 0 0 "LTR"
"54899" "TE_00014710" "LTR/Gypsy" 11863 0 0 "LTR"
"54900" "TE_00014710_LTR" "LTR/Gypsy" 38627 0.288205407350835 3.51872479965019 "LTR"
"54901" "TE_00014711_INT" "LTR/unknown" 66372 0 0 "LTR"
"54902" "TE_00014712" "DNA/DTA" 4983 0 0 "DNA"
"54903" "TE_00014713" "MITE/DTH" 5830 0 0 "MITE"
"54904" "TE_00014714_LTR" "LTR/Gypsy" 6761 0 0 "LTR"
"54905" "TE_00014715_LTR" "LTR/Copia" 4472084 0.0286273397597224 0.349513672510403 "LTR"
"54906" "TE_00014716" "MITE/DTA" 27621 0.806090313148742 9.84162650418797 "MITE"
"54907" "TE_00014718" "LTR/unknown" 8746 0 0 "LTR"
"54908" "TE_00014718_LTR" "LTR/unknown" 14770 0 0 "LTR"
"54909" "TE_00014719_INT" "LTR/Gypsy" 3684 0 0 "LTR"
"54910" "TE_00014720_INT" "LTR/unknown" 3194 0 0 "LTR"
"54911" "TE_00014723_LTR" "LTR/Gypsy" 10576 0 0 "LTR"
"54912" "TE_00014725" "LTR/unknown" 8299 0 0 "LTR"
"54913" "TE_00014725_LTR" "LTR/unknown" 8068 0 0 "LTR"
"54914" "TE_00014726" "DNA/DTM" 2801 0 0 "DNA"
"54915" "TE_00014727_LTR" "LTR/Copia" 84 0 0 "LTR"
"54916" "TE_00014728_LTR" "LTR/Gypsy" 5890 0 0 "LTR"
"54917" "TE_00014729" "LTR/unknown" 8331 0 0 "LTR"
"54918" "TE_00014729_LTR" "LTR/unknown" 17016 0 0 "LTR"
"54919" "TE_00014730" "LTR/unknown" 7939 0 0 "LTR"
"54920" "TE_00014730_LTR" "LTR/unknown" 14906 0 0 "LTR"
"54921" "TE_00014731" "LTR/unknown" 8587 0 0 "LTR"
"54922" "TE_00014731_LTR" "LTR/unknown" 35801 0 0 "LTR"
"54923" "TE_00014733" "MITE/DTM" 10272 0 0 "MITE"
"54924" "TE_00014734" "DNA/DTC" 9173 0 0 "DNA"
"54925" "TE_00014735" "DNA/DTM" 43632 0 0 "DNA"
"54926" "TE_00014736" "LTR/Copia" 20530 1.35563934117641 16.5511182216376 "LTR"
"54927" "TE_00014736_INT" "LTR/Copia" 22850 0 0 "LTR"
"54928" "TE_00014737" "DNA/DTA" 9372 2.37569574685034 29.0050752957934 "DNA"
"54929" "TE_00014738_INT" "LTR/Gypsy" 88 0 0 "LTR"
"54930" "TE_00014739" "MITE/DTH" 133 0 0 "MITE"
"54931" "TE_00014740_LTR" "LTR/Gypsy" 221084 0 0 "LTR"
"54932" "TE_00014741" "LTR/Gypsy" 67046 0 0 "LTR"
"54933" "TE_00014741_LTR" "LTR/Gypsy" 35952 0 0 "LTR"
"54934" "TE_00014742" "LTR/unknown" 9085 0 0 "LTR"
"54935" "TE_00014742_LTR" "LTR/unknown" 153563 0 0 "LTR"
"54936" "TE_00014743" "MITE/DTH" 10713 0.519579495460688 6.3435910966157 "MITE"
"54937" "TE_00014744" "DNA/DTM" 6902 0 0 "DNA"
"54938" "TE_00014745_INT" "LTR/Gypsy" 1563 0 0 "LTR"
"54939" "TE_00014746" "LTR/unknown" 177631 0.971417765936018 11.8601237056559 "LTR"
"54940" "TE_00014746_INT" "LTR/Copia" 85684 1.03940154705576 12.6901435821006 "LTR"
"54941" "TE_00014747_LTR" "LTR/Gypsy" 16215 0 0 "LTR"
"54942" "TE_00014748" "LTR/unknown" 8186 0 0 "LTR"
"54943" "TE_00014748_LTR" "LTR/unknown" 12276 0 0 "LTR"
"54944" "TE_00014749_INT" "LTR/unknown" 30322 0 0 "LTR"
"54945" "TE_00014750" "LTR/unknown" 7954 0 0 "LTR"
"54946" "TE_00014750_LTR" "LTR/unknown" 50824 0 0 "LTR"
"54947" "TE_00014751_INT" "LTR/unknown" 712 0 0 "LTR"
"54948" "TE_00014752_LTR" "LTR/Copia" 20904 0 0 "LTR"
"54949" "TE_00014753" "LTR/unknown" 24575 0 0 "LTR"
"54950" "TE_00014753_LTR" "LTR/unknown" 176192 0.0947759569368137 1.15712787330941 "LTR"
"54951" "TE_00014754" "LTR/unknown" 7773 0 0 "LTR"
"54952" "TE_00014754_LTR" "LTR/unknown" 18423 0 0 "LTR"
"54953" "TE_00014755" "LTR/Copia" 6982 4.78337593944745 58.400651462083 "LTR"
"54954" "TE_00014755_INT" "LTR/Copia" 92713 1.62101203328012 19.7910764217228 "LTR"
"54955" "TE_00014756" "DNA/DTM" 445614 0 0 "DNA"
"54956" "TE_00014757_LTR" "LTR/Gypsy" 5120 7.61011444220555 92.9125468606069 "LTR"
"54957" "TE_00014758" "DNA/DTC" 33792 1.15304764275842 14.0776586152435 "DNA"
"54958" "TE_00014760_INT" "LTR/Gypsy" 1125 0 0 "LTR"
"54959" "TE_00014763_LTR" "LTR/Copia" 5026 8.85993654575462 108.171733255939 "LTR"
"54960" "TE_00014764_INT" "LTR/Gypsy" 2770 0 0 "LTR"
"54961" "TE_00014765_LTR" "LTR/Copia" 17320 3.85652780706954 47.0846822757812 "LTR"
"54962" "TE_00014766" "LTR/Gypsy" 20216 0 0 "LTR"
"54963" "TE_00014766_LTR" "LTR/Gypsy" 396887 0.0420743571964088 0.513689473966475 "LTR"
"54964" "TE_00014767_LTR" "LTR/Gypsy" 6600 0.843371990131872 10.2968017300067 "LTR"
"54965" "TE_00014768_INT" "LTR/Gypsy" 73313 0 0 "LTR"
"54966" "TE_00014769" "MITE/DTA" 15726 0 0 "MITE"
"54967" "TE_00014770" "DNA/DTH" 28470 1.75961700786207 21.4833165705092 "DNA"
"54968" "TE_00014771_INT" "LTR/Gypsy" 2216 0 0 "LTR"
"54969" "TE_00014772" "DNA/DTA" 2475 0 0 "DNA"
"54970" "TE_00014773" "DNA/DTA" 18465 3.31593861270371 40.4845819441368 "DNA"
"54971" "TE_00014774" "DNA/DTA" 8445 0 0 "DNA"
"54972" "TE_00014775_LTR" "LTR/Gypsy" 10341 0 0 "LTR"
"54973" "TE_00014776" "DNA/DTA" 1667 0 0 "DNA"
"54974" "TE_00014777" "LTR/unknown" 149787 0 0 "LTR"
"54975" "TE_00014777_LTR" "LTR/Gypsy" 2198676 0.0202531164568871 0.247272054338316 "LTR"
"54976" "TE_00014778_INT" "LTR/unknown" 49862 0.781432472505966 9.54057679046785 "LTR"
"54977" "TE_00014779_INT" "LTR/Gypsy" 369 0 0 "LTR"
"54978" "TE_00014780_INT" "LTR/unknown" 1962 8.51109347839506 103.912678009242 "LTR"
"54979" "TE_00014781_INT" "LTR/Gypsy" 2416 0 0 "LTR"
"54980" "TE_00014782_INT" "LTR/Gypsy" 8168 0 0 "LTR"
"54981" "TE_00014783" "MITE/DTT" 101 0 0 "MITE"
"54982" "TE_00014784" "DNA/DTC" 748149 0.119040568333214 1.45337661707588 "DNA"
"54983" "TE_00014785" "DNA/DTC" 27618 6.04633405916832 73.8202166174712 "DNA"
"54984" "TE_00014786" "DNA/DTA" 4840 0 0 "DNA"
"54985" "TE_00014787" "MITE/DTH" 23185 3.60120021665108 43.9673655928687 "MITE"
"54986" "TE_00014788" "LTR/unknown" 8604 0 0 "LTR"
"54987" "TE_00014788_LTR" "LTR/unknown" 11316 0.491892465082216 6.00555774284588 "LTR"
"54988" "TE_00014789" "DNA/DTA" 39376 0.706808098190566 8.62948133609863 "DNA"
"54989" "TE_00014790" "LTR/Gypsy" 12561 0 0 "LTR"
"54990" "TE_00014790_LTR" "LTR/Gypsy" 92650 0.120156613812636 1.46700251307165 "LTR"
"54991" "TE_00014791_INT" "LTR/Gypsy" 1749 0 0 "LTR"
"54992" "TE_00014792_LTR" "LTR/Gypsy" 8689 0 0 "LTR"
"54993" "TE_00014794" "DNA/DTA" 228996 1.02090305361035 12.464293872198 "DNA"
"54994" "TE_00014795" "MITE/DTA" 10314 0 0 "MITE"
"54995" "TE_00014796" "LTR/unknown" 8445 0 0 "LTR"
"54996" "TE_00014796_LTR" "LTR/unknown" 6195 0 0 "LTR"
"54997" "TE_00014797" "DNA/DTA" 2018 5.5166056837169 67.3527169653557 "DNA"
"54998" "TE_00014799" "DNA/DTH" 1252 0 0 "DNA"
"54999" "TE_00014800_LTR" "LTR/unknown" 435 0 0 "LTR"
"55000" "TE_00014801" "LTR/unknown" 10804 0 0 "LTR"
"55001" "TE_00014801_LTR" "LTR/unknown" 23433 0 0 "LTR"
"55002" "TE_00014802" "MITE/DTC" 233 0 0 "MITE"
"55003" "TE_00014803" "LTR/Gypsy" 45578 0 0 "LTR"
"55004" "TE_00014803_LTR" "LTR/Gypsy" 122166 0.0455630464684966 0.556283183684855 "LTR"
"55005" "TE_00014804" "MITE/DTH" 1320 0 0 "MITE"
"55006" "TE_00014805_LTR" "LTR/unknown" 46587 0 0 "LTR"
"55007" "TE_00014806" "DNA/DTC" 10655 43.3598476015241 529.384137747316 "DNA"
"55008" "TE_00014807" "MITE/DTT" 27754 0.802227446115206 9.79446442574678 "MITE"
"55009" "TE_00014808" "LTR/Copia" 12786 5.65941785963668 69.0963231999509 "LTR"
"55010" "TE_00014808_INT" "LTR/Copia" 25741 1.081204136372 13.2005150184616 "LTR"
"55011" "TE_00014809" "MITE/DTH" 12272 1.36072077938487 16.6131579411777 "MITE"
"55012" "TE_00014810_LTR" "LTR/unknown" 17036 0 0 "LTR"
"55013" "TE_00014811" "DNA/Helitron" 12526 0 0 "DNA"
"55014" "TE_00014812" "DNA/DTA" 33085 0.168241049867624 2.05406956076905 "DNA"
"55015" "TE_00014813_INT" "LTR/Gypsy" 1247 0 0 "LTR"
"55016" "TE_00014814_LTR" "LTR/unknown" 9562 0 0 "LTR"
"55017" "TE_00014815_INT" "LTR/Copia" 126255 0 0 "LTR"
"55018" "TE_00014816_INT" "LTR/Gypsy" 7346 0 0 "LTR"
"55019" "TE_00014817" "DNA/DTA" 20224 0.825690536224836 10.0809273266482 "DNA"
"55020" "TE_00014818_LTR" "LTR/Copia" 36694 0 0 "LTR"
"55021" "TE_00014819" "DNA/Helitron" 9127 0 0 "DNA"
"55022" "TE_00014820" "LTR/Gypsy" 8738 0 0 "LTR"
"55023" "TE_00014820_LTR" "LTR/Gypsy" 15043 0 0 "LTR"
"55024" "TE_00014821" "DNA/DTC" 6676 1.66754198168674 20.3591645949802 "DNA"
"55025" "TE_00014822_INT" "LTR/Gypsy" 36980 0.752603452524385 9.18860078664737 "LTR"
"55026" "TE_00014823" "LTR/unknown" 15870 0 0 "LTR"
"55027" "TE_00014823_LTR" "LTR/unknown" 15226 0 0 "LTR"
"55028" "TE_00014824" "MITE/DTA" 121 0 0 "MITE"
"55029" "TE_00014825_LTR" "LTR/Gypsy" 1295 0 0 "LTR"
"55030" "TE_00014826" "MITE/DTH" 441 12.6218937298648 154.101794598739 "MITE"
"55031" "TE_00014827" "LTR/Copia" 1997 0 0 "LTR"
"55032" "TE_00014827_INT" "LTR/Copia" 1066 15.6648831187721 191.253915810631 "LTR"
"55033" "TE_00014828" "LTR/unknown" 8540 0 0 "LTR"
"55034" "TE_00014828_LTR" "LTR/unknown" 40707 1.36739507575365 16.6946450040642 "LTR"
"55035" "TE_00014829_LTR" "LTR/Gypsy" 6595 0 0 "LTR"
"55036" "TE_00014830" "LTR/unknown" 11827 0 0 "LTR"
"55037" "TE_00014830_LTR" "LTR/unknown" 38630 0 0 "LTR"
"55038" "TE_00014831_LTR" "LTR/Gypsy" 8950 0 0 "LTR"
"55039" "TE_00014832" "MITE/DTM" 86 0 0 "MITE"
"55040" "TE_00014833" "DNA/DTA" 5167 4.30908080887971 52.6099411016405 "DNA"
"55041" "TE_00014834_LTR" "LTR/unknown" 12845 0 0 "LTR"
"55042" "TE_00014835" "LTR/unknown" 7793 0 0 "LTR"
"55043" "TE_00014835_LTR" "LTR/unknown" 25755 0.432246564540504 5.27733577309601 "LTR"
"55044" "TE_00014836" "LTR/unknown" 8363 0 0 "LTR"
"55045" "TE_00014836_LTR" "LTR/unknown" 8990 0 0 "LTR"
"55046" "TE_00014837" "LTR/Gypsy" 9504 0 0 "LTR"
"55047" "TE_00014837_LTR" "LTR/Gypsy" 387681 1.17734147677954 14.3742641405682 "LTR"
"55048" "TE_00014838_LTR" "LTR/Gypsy" 86473 0.0643698626723989 0.785897232870884 "LTR"
"55049" "TE_00014839" "DNA/DTT" 9274 7.20240043330217 87.9347311857374 "DNA"
"55050" "TE_00014840" "DNA/Helitron" 849 0 0 "DNA"
"55051" "TE_00014841_INT" "LTR/Copia" 2128 0 0 "LTR"
"55052" "TE_00014842_INT" "LTR/unknown" 313 0 0 "LTR"
"55053" "TE_00014843_INT" "LTR/Gypsy" 13044 0 0 "LTR"
"55054" "TE_00014844" "MITE/DTH" 20140 5.25118408950035 64.112161715136 "MITE"
"55055" "TE_00014845" "LTR/unknown" 8687 0 0 "LTR"
"55056" "TE_00014845_LTR" "LTR/unknown" 18431 0 0 "LTR"
"55057" "TE_00014846_LTR" "LTR/Gypsy" 2129 0 0 "LTR"
"55058" "TE_00014847" "LTR/unknown" 8464 0 0 "LTR"
"55059" "TE_00014847_LTR" "LTR/unknown" 11078 0 0 "LTR"
"55060" "TE_00014848" "MITE/DTT" 10210 0 0 "MITE"
"55061" "TE_00014849" "DNA/DTM" 9927 0.560718760438235 6.8458639486294 "DNA"
"55062" "TE_00014850" "MITE/DTH" 2327 0 0 "MITE"
"55063" "TE_00014851" "LTR/unknown" 8302 0 0 "LTR"
"55064" "TE_00014851_LTR" "LTR/unknown" 6239 0 0 "LTR"
"55065" "TE_00014852" "LTR/Gypsy" 5280 21.0842997532968 257.420043250167 "LTR"
"55066" "TE_00014852_INT" "LTR/unknown" 20964 0.265514936790229 3.2416948777926 "LTR"
"55067" "TE_00014853" "LTR/Gypsy" 5310 0 0 "LTR"
"55068" "TE_00014853_INT" "LTR/Gypsy" 3178 0 0 "LTR"
"55069" "TE_00014854_LTR" "LTR/unknown" 6464 0 0 "LTR"
"55070" "TE_00014855_LTR" "LTR/Copia" 4735 4.70222186683874 57.4098343552642 "LTR"
"55071" "TE_00014856" "MITE/DTH" 393 0 0 "MITE"
"55072" "TE_00014857" "LTR/unknown" 3171 0 0 "LTR"
"55073" "TE_00014857_INT" "LTR/unknown" 731 0 0 "LTR"
"55074" "TE_00014858" "LTR/unknown" 75437 0 0 "LTR"
"55075" "TE_00014858_LTR" "LTR/Copia" 392062 0.0709869247066835 0.866685516806576 "LTR"
"55076" "TE_00014859_LTR" "LTR/unknown" 41951 0 0 "LTR"
"55077" "TE_00014860" "LTR/Gypsy" 12236 0 0 "LTR"
"55078" "TE_00014860_LTR" "LTR/Gypsy" 44642 0 0 "LTR"
"55079" "TE_00014861" "LTR/unknown" 13459 4.54928348938064 55.5425964483606 "LTR"
"55080" "TE_00014861_LTR" "LTR/unknown" 240067 0.0927450275943025 1.13233208092814 "LTR"
"55081" "TE_00014862" "DNA/DTA" 73543 1.66511582294913 20.3295434126561 "DNA"
"55082" "TE_00014863" "LTR/unknown" 12378 0 0 "LTR"
"55083" "TE_00014863_LTR" "LTR/unknown" 37195 0 0 "LTR"
"55084" "TE_00014864" "MITE/DTM" 1777 18.794333601138 229.461648006902 "MITE"
"55085" "TE_00014865" "LTR/unknown" 8388 0 0 "LTR"
"55086" "TE_00014865_LTR" "LTR/unknown" 2574 0 0 "LTR"
"55087" "TE_00014866" "LTR/Copia" 5254 0 0 "LTR"
"55088" "TE_00014866_INT" "LTR/Copia" 205060 2.2258505854841 27.1756027322716 "LTR"
"55089" "TE_00014867" "DNA/DTM" 1702072 0.0228919728096652 0.279490080282331 "DNA"
"55090" "TE_00014868" "DNA/DTC" 42985 14.8916910668859 181.813947029779 "DNA"
"55091" "TE_00014869_INT" "LTR/Gypsy" 1849 0 0 "LTR"
"55092" "TE_00014870" "LTR/Copia" 4821 0 0 "LTR"
"55093" "TE_00014870_INT" "LTR/Copia" 106 0 0 "LTR"
"55094" "TE_00014871_LTR" "LTR/Gypsy" 1810 0 0 "LTR"
"55095" "TE_00014872" "LTR/Gypsy" 23226 0 0 "LTR"
"55096" "TE_00014872_LTR" "LTR/Gypsy" 25213 0 0 "LTR"
"55097" "TE_00014873" "LTR/Copia" 21438 2.07715463564524 25.3601609918999 "LTR"
"55098" "TE_00014873_INT" "LTR/Copia" 17126 0 0 "LTR"
"55099" "TE_00014874_LTR" "LTR/unknown" 2592 32.2121246230924 393.280621632199 "LTR"
"55100" "TE_00014875_LTR" "LTR/Gypsy" 6346 0 0 "LTR"
"55101" "TE_00014876_INT" "LTR/unknown" 374129 0 0 "LTR"
"55102" "TE_00014877" "LTR/unknown" 7383 0 0 "LTR"
"55103" "TE_00014877_INT" "LTR/unknown" 12155 7.32703267444885 89.4563770208725 "LTR"
"55104" "TE_00014878" "DNA/DTA" 6542 0 0 "DNA"
"55105" "TE_00014879" "DNA/DTC" 1812 6.14376946453681 75.0098139272009 "DNA"
"55106" "TE_00014880" "DNA/DTA" 773 0 0 "DNA"
"55107" "TE_00014881" "LTR/Copia" 4658 0 0 "LTR"
"55108" "TE_00014881_INT" "LTR/Copia" 9301 0 0 "LTR"
"55109" "TE_00014882" "LTR/Gypsy" 11027 0 0 "LTR"
"55110" "TE_00014882_INT" "LTR/Gypsy" 11544 0 0 "LTR"
"55111" "TE_00014883" "MITE/DTH" 3573 4.67359793020182 57.0603622317751 "MITE"
"55112" "TE_00014884" "LTR/Gypsy" 5400 0 0 "LTR"
"55113" "TE_00014884_INT" "LTR/Gypsy" 6900 3.22681457093934 39.396458793069 "LTR"
"55114" "TE_00014885_LTR" "LTR/Gypsy" 1537 3.62150626862092 44.215283941473 "LTR"
"55115" "TE_00014886" "LTR/unknown" 7709 3.61023163501774 44.0776309625399 "LTR"
"55116" "TE_00014886_LTR" "LTR/unknown" 10089 0.551715247781778 6.73593928219289 "LTR"
"55117" "TE_00014887_INT" "LTR/Gypsy" 863 0 0 "LTR"
"55118" "TE_00014888_INT" "LTR/Gypsy" 213 0 0 "LTR"
"55119" "TE_00014889" "MITE/DTM" 3167 49.2122335890022 600.836425546331 "MITE"
"55120" "TE_00014890" "LTR/Gypsy" 11216 0 0 "LTR"
"55121" "TE_00014890_INT" "LTR/Gypsy" 13191 0 0 "LTR"
"55122" "TE_00014891_INT" "LTR/Gypsy" 17030 5.55644963551356 67.8391752264678 "LTR"
"55123" "TE_00014892_INT" "LTR/unknown" 83 0 0 "LTR"
"55124" "TE_00014893" "LTR/unknown" 8987 0 0 "LTR"
"55125" "TE_00014893_LTR" "LTR/unknown" 46611 0 0 "LTR"
"55126" "TE_00014894" "DNA/DTC" 321 0 0 "DNA"
"55127" "TE_00014895_LTR" "LTR/Copia" 1310 0 0 "LTR"
"55128" "TE_00014896_INT" "LTR/Gypsy" 332 0 0 "LTR"
"55129" "TE_00014897" "DNA/DTC" 6188 0 0 "DNA"
"55130" "TE_00014898" "LTR/Gypsy" 10516 20.1138926516806 245.572258832795 "LTR"
"55131" "TE_00014898_INT" "LTR/Gypsy" 44809 3.85087614499276 47.0156806436065 "LTR"
"55132" "TE_00014899_INT" "LTR/Gypsy" 18638 2.38920705434933 29.1700360201927 "LTR"
"55133" "TE_00014900" "DNA/DTA" 2302 0 0 "DNA"
"55134" "TE_00014901" "DNA/DTM" 1317 0 0 "DNA"
"55135" "TE_00014902" "LTR/unknown" 7843 0 0 "LTR"
"55136" "TE_00014902_LTR" "LTR/unknown" 5246 0 0 "LTR"
"55137" "TE_00014903" "LTR/unknown" 12577 0 0 "LTR"
"55138" "TE_00014903_LTR" "LTR/unknown" 10706 0 0 "LTR"
"55139" "TE_00014904" "DNA/DTA" 52030 0 0 "DNA"
"55140" "TE_00014905" "DNA/DTA" 1457 0 0 "DNA"
"55141" "TE_00014906_INT" "LTR/Gypsy" 641 0 0 "LTR"
"55142" "TE_00014907_LTR" "LTR/Copia" 25042 0 0 "LTR"
"55143" "TE_00014908_LTR" "LTR/Gypsy" 4954 0 0 "LTR"
"55144" "TE_00014909_INT" "LTR/Gypsy" 505 0 0 "LTR"
"55145" "TE_00014910" "MITE/DTH" 2028 27.4470174303272 335.103014881874 "MITE"
"55146" "TE_00014911_INT" "LTR/Gypsy" 5222 0 0 "LTR"
"55147" "TE_00014912" "MITE/DTA" 3259 0 0 "MITE"
"55148" "TE_00014913_INT" "LTR/Gypsy" 465 0 0 "LTR"
"55149" "TE_00014914" "MITE/DTM" 14288 3.11660421885238 38.0508910515363 "MITE"
"55150" "TE_00014915_INT" "LTR/unknown" 40924 0.136014444699207 1.66061214490382 "LTR"
"55151" "TE_00014916" "DNA/DTA" 3600 0 0 "DNA"
"55152" "TE_00014917" "MITE/DTA" 3462 0 0 "MITE"
"55153" "TE_00014918" "LTR/unknown" 7915 0 0 "LTR"
"55154" "TE_00014918_LTR" "LTR/unknown" 13430 0 0 "LTR"
"55155" "TE_00014919_LTR" "LTR/Gypsy" 1893 0 0 "LTR"
"55156" "TE_00014920" "DNA/DTA" 2915 0 0 "DNA"
"55157" "TE_00014921_LTR" "LTR/Gypsy" 3409 0 0 "LTR"
"55158" "TE_00014922_LTR" "LTR/unknown" 8060 0 0 "LTR"
"55159" "TE_00014923" "DNA/DTC" 13291 2.09399410686568 25.5657555556557 "DNA"
"55160" "TE_00014924" "DNA/DTA" 362 0 0 "DNA"
"55161" "TE_00014925" "DNA/DTA" 5235 0 0 "DNA"
"55162" "TE_00014926_LTR" "LTR/Gypsy" 11580 0 0 "LTR"
"55163" "TE_00014927_INT" "LTR/Gypsy" 44075 0 0 "LTR"
"55164" "TE_00014928_INT" "LTR/Gypsy" 1115 0 0 "LTR"
"55165" "TE_00014929" "DNA/DTA" 4708 1.18229718242786 14.4347687803832 "DNA"
"55166" "TE_00014930_INT" "LTR/Gypsy" 84 0 0 "LTR"
"55167" "TE_00014931" "LTR/Gypsy" 112283 0.049573445088485 0.605246488052903 "LTR"
"55168" "TE_00014931_LTR" "LTR/Gypsy" 67895 0 0 "LTR"
"55169" "TE_00014932_INT" "LTR/Copia" 262851 0 0 "LTR"
"55170" "TE_00014933_LTR" "LTR/Gypsy" 6772 0 0 "LTR"
"55171" "TE_00014934" "MITE/DTH" 3621 4.61164468506244 56.3039696918344 "MITE"
"55172" "TE_00014935" "LTR/unknown" 23162 0.961273661146767 11.7362734510049 "LTR"
"55173" "TE_00014935_LTR" "LTR/unknown" 59783 0.372430633114454 4.54703788154117 "LTR"
"55174" "TE_00014936" "DNA/DTC" 4760 0 0 "DNA"
"55175" "TE_00014937_LTR" "LTR/unknown" 9658 0 0 "LTR"
"55176" "TE_00014938_INT" "LTR/Gypsy" 139 0 0 "LTR"
"55177" "TE_00014939_LTR" "LTR/unknown" 376 0 0 "LTR"
"55178" "TE_00014940_INT" "LTR/Copia" 1126 0 0 "LTR"
"55179" "TE_00014941_LTR" "LTR/Copia" 85861 0.064828678152716 0.791498950839659 "LTR"
"55180" "TE_00014943" "DNA/DTT" 125052 0.400603718563743 4.89100552380126 "DNA"
"55181" "TE_00014944" "LTR/unknown" 17358 0 0 "LTR"
"55182" "TE_00014944_LTR" "LTR/unknown" 15357 0 0 "LTR"
"55183" "TE_00014945" "DNA/DTM" 1922 0 0 "DNA"
"55184" "TE_00014946" "LTR/unknown" 10786 0 0 "LTR"
"55185" "TE_00014946_INT" "LTR/unknown" 3575 0 0 "LTR"
"55186" "TE_00014947" "LTR/unknown" 1819630 0.01223601531052 0.149390571529474 "LTR"
"55187" "TE_00014947_LTR" "LTR/unknown" 818741 0.0407913257174395 0.498024831428088 "LTR"
"55188" "TE_00014948" "LTR/unknown" 11649 0.95566231176416 11.6677640000075 "LTR"
"55189" "TE_00014948_LTR" "LTR/unknown" 134559 0.206833252880534 2.52524511248018 "LTR"
"55190" "TE_00014949" "DNA/DTC" 68582 7.87271803217206 96.1186968526766 "DNA"
"55191" "TE_00014950" "MITE/DTH" 21908 0 0 "MITE"
"55192" "TE_00014951_INT" "LTR/Copia" 2091 0 0 "LTR"
"55193" "TE_00014953" "DNA/Helitron" 63360 2.6355374691621 32.1775054062708 "DNA"
"55194" "TE_00014954" "LTR/unknown" 14333 0 0 "LTR"
"55195" "TE_00014954_LTR" "LTR/unknown" 40899 2.31365894747539 28.2476626349482 "LTR"
"55196" "TE_00014955_LTR" "LTR/Gypsy" 13736 0 0 "LTR"
"55197" "TE_00014956_INT" "LTR/Gypsy" 22891 0 0 "LTR"
"55198" "TE_00014957" "MITE/DTA" 1666 0 0 "MITE"
"55199" "TE_00014958" "LTR/unknown" 8076 0 0 "LTR"
"55200" "TE_00014958_LTR" "LTR/unknown" 20787 0 0 "LTR"
"55201" "TE_00014959" "LTR/unknown" 10986 0 0 "LTR"
