TE_id,TE_class,fam_length,fpkm,tpm,TE_class_group
TE_00003494_LTR,LTR/Gypsy,2544,0,0,LTR
TE_00003495_INT,LTR/Gypsy,489,0,0,LTR
TE_00003496_LTR,LTR/Gypsy,904,2.907687167,30.41779865,LTR
TE_00003497,LTR/unknown,9273,0,0,LTR
TE_00003497_LTR,LTR/unknown,18433,0,0,LTR
TE_00003498,LTR/Gypsy,50900,0,0,LTR
TE_00003498_INT,LTR/Gypsy,238930,0,0,LTR
TE_00003500_LTR,LTR/Copia,900,0,0,LTR
TE_00003501,DNA/Helitron,2602,0,0,DNA
TE_00003502,LTR/Gypsy,20993,0,0,LTR
TE_00003502_LTR,LTR/Gypsy,40709,0.322846201,3.377347759,LTR
TE_00003503_INT,LTR/Gypsy,191111,0,0,LTR
TE_00003504_LTR,LTR/Copia,269217,0.205037324,2.144929516,LTR
TE_00003506_INT,LTR/Copia,31505,0,0,LTR
TE_00003507_LTR,LTR/Gypsy,3001456,0.000875758,0.00916145,LTR
TE_00003508,MITE/DTH,17346,0.151536331,1.585246742,MITE
TE_00003509,LTR/unknown,12027,0.87421608,9.145319692,LTR
TE_00003509_LTR,LTR/unknown,114939,0.823286884,8.612540908,LTR
TE_00003510,DNA/DTM,58987,3.654042997,38.22555103,DNA
TE_00003511,DNA/DTA,8404,0,0,DNA
TE_00003512,LTR/Gypsy,8394,0,0,LTR
TE_00003512_INT,LTR/Gypsy,7020,0.374437208,3.917049855,LTR
TE_00003513,DNA/DTC,12161,0,0,DNA
TE_00003514,LTR/Gypsy,12262,0,0,LTR
TE_00003514_LTR,LTR/Gypsy,197109,0,0,LTR
TE_00003515,DNA/DTC,11505,0,0,DNA
TE_00003516_INT,LTR/unknown,10930,0,0,LTR
TE_00003517_LTR,LTR/Gypsy,3434,0,0,LTR
TE_00003518,LTR/Copia,1028703,0.066435384,0.694991596,LTR
TE_00003518_LTR,LTR/Copia,5439060,0.042044725,0.439836852,LTR
TE_00003519,MITE/DTA,13702,0,0,MITE
TE_00003520,DNA/DTA,43654,1.144051743,11.9681154,DNA
TE_00003521,DNA/DTT,1974,0,0,DNA
TE_00003522_LTR,LTR/Gypsy,208994,0,0,LTR
TE_00003523,LTR/Copia,15569,0.168832243,1.766182156,LTR
TE_00003523_INT,LTR/Copia,20077,3.665855335,38.34912186,LTR
TE_00003525,MITE/DTH,32445,0.32406216,3.390068113,MITE
TE_00003526,MITE/DTA,1192,0,0,MITE
TE_00003527,LTR/unknown,8390,0,0,LTR
TE_00003527_LTR,LTR/unknown,6676,0,0,LTR
TE_00003528_INT,LTR/Copia,524,0,0,LTR
TE_00003529,LTR/unknown,7836,0,0,LTR
TE_00003529_LTR,LTR/unknown,20373,0,0,LTR
TE_00003531,LTR/unknown,15550,0,0,LTR
TE_00003531_LTR,LTR/unknown,42631,0,0,LTR
TE_00003533,LTR/Copia,5733,0,0,LTR
TE_00003533_INT,LTR/Copia,1035,0,0,LTR
TE_00003534_LTR,LTR/Gypsy,13745,0,0,LTR
TE_00003535,LTR/Copia,17110,0.153626487,1.607112214,LTR
TE_00003535_INT,LTR/Copia,12134,0.216626768,2.266168616,LTR
TE_00003536_INT,LTR/Gypsy,282,0,0,LTR
TE_00003537,LTR/Gypsy,19081,0,0,LTR
TE_00003537_LTR,LTR/Gypsy,183248,0.071721088,0.750286224,LTR
TE_00003538_LTR,LTR/Gypsy,5211,0,0,LTR
TE_00003539,DNA/Helitron,1630,11.28824809,118.0882392,DNA
TE_00003540,LTR/unknown,7250,0,0,LTR
TE_00003540_LTR,LTR/unknown,3045,0,0,LTR
TE_00003541,LTR/unknown,7731,0,0,LTR
TE_00003541_LTR,LTR/unknown,18220,0,0,LTR
TE_00003542_LTR,LTR/Gypsy,56253,0.233636357,2.444108757,LTR
TE_00003543,DNA/DTA,7857,1.003646124,10.49930889,DNA
TE_00003544_LTR,LTR/Gypsy,605,0,0,LTR
TE_00003545,LTR/Copia,31059,1.607985923,16.82140795,LTR
TE_00003545_INT,LTR/Copia,43817,0.359935532,3.765345411,LTR
TE_00003546_INT,LTR/Gypsy,65572,0,0,LTR
TE_00003548_INT,LTR/Gypsy,547,0,0,LTR
TE_00003549_LTR,LTR/unknown,89,0,0,LTR
TE_00003550_LTR,LTR/Gypsy,10270,0,0,LTR
TE_00003551,MITE/DTT,320,0,0,MITE
TE_00003552_INT,LTR/Gypsy,7785,46.59470641,487.4349669,LTR
TE_00003553,MITE/DTT,1247,0,0,MITE
TE_00003554_INT,LTR/unknown,81,0,0,LTR
TE_00003555,DNA/DTM,6529,0.402595987,4.211623523,DNA
TE_00003556_LTR,LTR/Gypsy,5120,0,0,LTR
TE_00003557_INT,LTR/Gypsy,1306,0,0,LTR
TE_00003558,MITE/DTA,827,0,0,MITE
TE_00003559_INT,LTR/Gypsy,588,0,0,LTR
TE_00003560,LTR/Gypsy,12552,0,0,LTR
TE_00003560_LTR,LTR/Gypsy,29949,0,0,LTR
TE_00003561,DNA/DTA,68339,0,0,DNA
TE_00003562,MITE/DTA,766,0,0,MITE
TE_00003563,DNA/DTA,319,0,0,DNA
TE_00003564_LTR,LTR/Gypsy,3467,0,0,LTR
TE_00003565,LTR/unknown,41217,0,0,LTR
TE_00003565_LTR,LTR/unknown,87878,0,0,LTR
TE_00003566_LTR,LTR/Gypsy,405853,0.012953208,0.135505663,LTR
TE_00003567_LTR,LTR/Gypsy,908941,0.104107716,1.089088114,LTR
TE_00003568,DNA/DTA,8621,0.609801461,6.379234423,DNA
TE_00003569,LTR/unknown,24537,0,0,LTR
TE_00003569_LTR,LTR/unknown,520528,0.015149325,0.158479601,LTR
TE_00003570,LTR/unknown,7933,0,0,LTR
TE_00003570_LTR,LTR/unknown,25374,0,0,LTR
TE_00003571_LTR,LTR/Gypsy,2104,0,0,LTR
TE_00003572,LTR/Gypsy,11004,0,0,LTR
TE_00003572_LTR,LTR/Gypsy,25392,0.103518793,1.082927299,LTR
TE_00003573_LTR,LTR/Gypsy,8961,0,0,LTR
TE_00003574,DNA/DTA,16312,0,0,DNA
TE_00003575,LTR/Gypsy,15868,0,0,LTR
TE_00003575_INT,LTR/Gypsy,172884,0,0,LTR
TE_00003576,MITE/DTH,7730,0,0,MITE
TE_00003577_LTR,LTR/Gypsy,9926,0,0,LTR
TE_00003578,MITE/DTA,29813,0,0,MITE
TE_00003579_INT,LTR/unknown,119420,0,0,LTR
TE_00003580_INT,LTR/Gypsy,15237,0,0,LTR
TE_00003581_LTR,LTR/Copia,1658,0,0,LTR
TE_00003582_LTR,LTR/Gypsy,1905,0,0,LTR
TE_00003583,LTR/unknown,12215,0,0,LTR
TE_00003583_LTR,LTR/unknown,321322,0.016360842,0.171153485,LTR
TE_00003584,LTR/unknown,7777,0,0,LTR
TE_00003584_LTR,LTR/unknown,53766,0,0,LTR
TE_00003585_LTR,LTR/Gypsy,6435,0,0,LTR
TE_00003586,DNA/DTH,25453,0.206541406,2.160663968,DNA
TE_00003587_INT,LTR/unknown,66154,0,0,LTR
TE_00003588_INT,LTR/unknown,769,0,0,LTR
TE_00003589_LTR,LTR/Gypsy,8905,0,0,LTR
TE_00003590,MITE/DTM,4852,0,0,MITE
TE_00003591,MITE/DTA,309,0,0,MITE
TE_00003592,LTR/unknown,10315,3.567589799,37.32114976,LTR
TE_00003592_LTR,LTR/unknown,26373,0.598009145,6.255873048,LTR
TE_00003593,LTR/unknown,7914,0,0,LTR
TE_00003593_LTR,LTR/unknown,6727,0,0,LTR
TE_00003594,LTR/Gypsy,22122,0,0,LTR
TE_00003594_INT,LTR/Gypsy,162995,0,0,LTR
TE_00003595,MITE/DTA,5157,106.0186607,1109.078828,MITE
TE_00003596,LTR/unknown,8336,0,0,LTR
TE_00003596_LTR,LTR/unknown,15888,0,0,LTR
TE_00003597,MITE/DTA,31836,0,0,MITE
TE_00003598,MITE/DTA,3008,0,0,MITE
TE_00003599_INT,LTR/Gypsy,22187,0,0,LTR
TE_00003600_INT,LTR/Gypsy,123,0,0,LTR
TE_00003601,LTR/unknown,7886,0,0,LTR
TE_00003601_LTR,LTR/unknown,17223,0,0,LTR
TE_00003602,LTR/unknown,9155,0.861348727,9.010712173,LTR
TE_00003602_LTR,LTR/unknown,10042,0,0,LTR
TE_00003603,LTR/unknown,8355,0,0,LTR
TE_00003603_LTR,LTR/unknown,11536,0,0,LTR
TE_00003605_LTR,LTR/Copia,187220,0.014039895,0.146873678,LTR
TE_00003606_LTR,LTR/Gypsy,10961,0,0,LTR
TE_00003607,MITE/DTA,2732,0,0,MITE
TE_00003608_INT,LTR/unknown,5723,0,0,LTR
TE_00003609,LTR/unknown,12612,0.416833048,4.360559782,LTR
TE_00003609_LTR,LTR/unknown,41202,0,0,LTR
TE_00003610,LTR/unknown,7781,0,0,LTR
TE_00003610_LTR,LTR/unknown,9343,0,0,LTR
TE_00003612_LTR,LTR/unknown,28896,0.09096585,0.951608873,LTR
TE_00003613_INT,LTR/Gypsy,6458,0,0,LTR
TE_00003614,DNA/DTM,13553,0,0,DNA
TE_00003615_INT,LTR/Gypsy,179,0,0,LTR
TE_00003616_INT,LTR/Gypsy,13970,0,0,LTR
TE_00003617,DNA/DTA,29853,0.528298502,5.526618427,DNA
TE_00003618,MITE/DTH,6284,14.22194028,148.7780807,MITE
TE_00003619_INT,LTR/Gypsy,46987,0,0,LTR
TE_00003620,MITE/DTH,1524,0,0,MITE
TE_00003621,LTR/Copia,14043,0,0,LTR
TE_00003621_INT,LTR/Copia,57771,0.50049404,5.235751325,LTR
TE_00003622,MITE/DTH,12979,1.012616226,10.59314661,MITE
TE_00003623,DNA/Helitron,41368,0,0,DNA
TE_00003624_INT,LTR/Gypsy,45967,0,0,LTR
TE_00003625,LTR/Gypsy,20707,0,0,LTR
TE_00003625_LTR,LTR/Gypsy,32452,0,0,LTR
TE_00003626,MITE/DTM,1590,0,0,MITE
TE_00003627_LTR,LTR/Gypsy,7490,0,0,LTR
TE_00003628,MITE/DTH,924,0,0,MITE
TE_00003629_LTR,LTR/Gypsy,10932,0,0,LTR
TE_00003630,DNA/DTC,37266,0.141069565,1.475752159,DNA
TE_00003631,LTR/unknown,8374,0,0,LTR
TE_00003631_LTR,LTR/unknown,5178,1.015275859,10.62096948,LTR
TE_00003632,MITE/DTM,2774,0,0,MITE
TE_00003633_LTR,LTR/unknown,6679,0,0,LTR
TE_00003635,LTR/Gypsy,11649,0,0,LTR
TE_00003635_LTR,LTR/Gypsy,13067,0,0,LTR
TE_00003637_INT,LTR/Gypsy,3984,0,0,LTR
TE_00003638,MITE/DTT,5896,0,0,MITE
TE_00003639_INT,LTR/Gypsy,135,0,0,LTR
TE_00003641_LTR,LTR/Gypsy,26195,0,0,LTR
TE_00003642_INT,LTR/Gypsy,5272,0,0,LTR
TE_00003643,MITE/DTA,5111,0,0,MITE
TE_00003644_INT,LTR/Copia,7615,0,0,LTR
TE_00003645,DNA/DTA,9186,0,0,DNA
TE_00003646,DNA/DTM,5205,0.505004649,5.282937557,DNA
TE_00003647_INT,LTR/Gypsy,22915,0.229417342,2.399972942,LTR
TE_00003648,MITE/DTH,242,0,0,MITE
TE_00003649,DNA/DTA,2685,0,0,DNA
TE_00003650_INT,LTR/Gypsy,702,0,0,LTR
TE_00003651,DNA/DTA,3246,4.858686134,50.82752307,DNA
TE_00003652_LTR,LTR/Gypsy,11133,0,0,LTR
TE_00003653_INT,LTR/Gypsy,46691,0,0,LTR
TE_00003654,DNA/Helitron,710952,0.014788898,0.154709122,DNA
TE_00003655,MITE/DTH,437,0,0,MITE
TE_00003656_LTR,LTR/unknown,3216,0,0,LTR
TE_00003657,LTR/unknown,8616,0,0,LTR
TE_00003657_LTR,LTR/unknown,26462,0,0,LTR
TE_00003658,DNA/DTA,27288,0,0,DNA
TE_00003659_INT,LTR/unknown,944,0,0,LTR
TE_00003660_LTR,LTR/Copia,364,0,0,LTR
TE_00003661,LTR/unknown,13156,0,0,LTR
TE_00003661_LTR,LTR/unknown,31852,0,0,LTR
TE_00003662,LTR/Gypsy,16766,0,0,LTR
TE_00003662_LTR,LTR/Gypsy,17178,0,0,LTR
TE_00003664,LTR/unknown,14102,0,0,LTR
TE_00003664_LTR,LTR/unknown,45600,0.230574491,2.412078069,LTR
TE_00003665,LTR/unknown,8421,0,0,LTR
TE_00003665_LTR,LTR/unknown,16271,0.161548104,1.689981561,LTR
TE_00003666,LTR/unknown,8554,0,0,LTR
TE_00003666_LTR,LTR/unknown,20296,0,0,LTR
TE_00003667,LTR/Gypsy,12886,0,0,LTR
TE_00003667_LTR,LTR/Gypsy,74226,0.070825565,0.740918007,LTR
TE_00003668,LTR/Gypsy,104618,0,0,LTR
TE_00003668_LTR,LTR/Gypsy,187366,0.014028955,0.146759231,LTR
TE_00003669,DNA/DTC,1547851,0.084909633,0.888253778,DNA
TE_00003670,LTR/Copia,512553,0.266673999,2.789721022,LTR
TE_00003670_INT,LTR/Copia,594042,0.4823091,5.045515651,LTR
TE_00003671,DNA/DTH,2501,0,0,DNA
TE_00003672_INT,LTR/unknown,390,0,0,LTR
TE_00003673_LTR,LTR/Gypsy,4430,0,0,LTR
TE_00003674_LTR,LTR/Copia,3170,0,0,LTR
TE_00003675_INT,LTR/Gypsy,2475,0,0,LTR
TE_00003676_INT,LTR/unknown,4089,0,0,LTR
TE_00003677,DNA/DTH,1264,0,0,DNA
TE_00003678,LTR/Copia,32870,0,0,LTR
TE_00003678_LTR,LTR/unknown,16408,0,0,LTR
TE_00003679_LTR,LTR/Gypsy,11497,0.457258276,4.783454811,LTR
TE_00003680,LTR/unknown,7905,0,0,LTR
TE_00003680_LTR,LTR/unknown,8225,0,0,LTR
TE_00003681_INT,LTR/unknown,194,0,0,LTR
TE_00003682,DNA/DTC,217,0,0,DNA
TE_00003683,LTR/Gypsy,353402,0.014875689,0.155617059,LTR
TE_00003683_LTR,LTR/Gypsy,263981,0,0,LTR
TE_00003684_INT,LTR/Gypsy,9156,0,0,LTR
TE_00003685_INT,LTR/unknown,95261,0.02759313,0.288656323,LTR
TE_00003686_LTR,LTR/Gypsy,20805,0.631710935,6.608433065,LTR
TE_00003687,LTR/unknown,1997,0,0,LTR
TE_00003687_INT,LTR/unknown,7090,3.336663299,34.90538926,LTR
TE_00003688,MITE/DTM,109,0,0,MITE
TE_00003689,MITE/DTT,644,0,0,MITE
TE_00003690_LTR,LTR/unknown,44152,0,0,LTR
TE_00003691,MITE/DTA,1077,0,0,MITE
TE_00003692,DNA/DTC,45990,2.514811149,26.30785734,DNA
TE_00003693,LTR/unknown,1972,0,0,LTR
TE_00003693_INT,LTR/unknown,2526,0,0,LTR
TE_00003694,DNA/DTM,11264,0,0,DNA
TE_00003695_LTR,LTR/Gypsy,21055,0,0,LTR
TE_00003696,DNA/DTA,9021,0,0,DNA
TE_00003697_LTR,LTR/Gypsy,3176,0,0,LTR
TE_00003698,LTR/Gypsy,11657,0,0,LTR
TE_00003698_LTR,LTR/Gypsy,8695,0,0,LTR
TE_00003699,LTR/Gypsy,12111,0,0,LTR
TE_00003699_LTR,LTR/Gypsy,44091,0,0,LTR
TE_00003700_INT,LTR/Gypsy,113,0,0,LTR
TE_00003701,LTR/unknown,8702,0,0,LTR
TE_00003701_LTR,LTR/unknown,17073,0,0,LTR
TE_00003702_INT,LTR/Copia,51577,0,0,LTR
TE_00003703,MITE/DTT,137,0,0,MITE
TE_00003705,DNA/DTA,2666,0,0,DNA
TE_00003706,DNA/DTA,11259,0,0,DNA
TE_00003707,LTR/Gypsy,16745,0,0,LTR
TE_00003707_LTR,LTR/unknown,13190,0,0,LTR
TE_00003708,DNA/DTM,14586,4.14483968,43.35985668,DNA
TE_00003709,LTR/unknown,8916,0,0,LTR
TE_00003709_LTR,LTR/unknown,6518,0,0,LTR
TE_00003710,DNA/DTC,22226,0,0,DNA
TE_00003711,LTR/unknown,7526,0,0,LTR
TE_00003711_LTR,LTR/unknown,3254,0,0,LTR
TE_00003712,DNA/DTA,4558,1.153378323,12.06568231,DNA
TE_00003713_LTR,LTR/Gypsy,5013,0,0,LTR
TE_00003715,LTR/unknown,7737,0,0,LTR
TE_00003715_LTR,LTR/unknown,75724,0.104136702,1.089391342,LTR
TE_00003716_INT,LTR/unknown,2331,0,0,LTR
TE_00003717,LTR/Gypsy,15223,0.86334796,9.03162648,LTR
TE_00003717_INT,LTR/Gypsy,13224,0.795084452,8.317510582,LTR
TE_00003718,LTR/unknown,14270,0.184201065,1.926957953,LTR
TE_00003718_LTR,LTR/unknown,43494,2.054781642,21.49541223,LTR
TE_00003719_INT,LTR/unknown,798,0,0,LTR
TE_00003720_LTR,LTR/Gypsy,3357,0,0,LTR
TE_00003721,LTR/unknown,10556,0,0,LTR
TE_00003721_LTR,LTR/Gypsy,2629,0,0,LTR
TE_00003722_INT,LTR/Gypsy,13010,0,0,LTR
TE_00003724,LTR/Copia,4758,0,0,LTR
TE_00003724_INT,LTR/Copia,1617,0,0,LTR
TE_00003725,DNA/DTA,5043,3.12736371,32.71587148,DNA
TE_00003726,MITE/DTH,21337,1.10872863,11.59859445,MITE
TE_00003727,LTR/unknown,31955,0,0,LTR
TE_00003727_LTR,LTR/unknown,30967,0,0,LTR
TE_00003728,MITE/DTH,262,0,0,MITE
TE_00003729_INT,LTR/Copia,11255,0,0,LTR
TE_00003730,DNA/DTH,7342,0,0,DNA
TE_00003731_INT,LTR/unknown,1994,0,0,LTR
TE_00003732,DNA/Helitron,9054,0.290319107,3.037076428,DNA
TE_00003733,LTR/Gypsy,11927,0,0,LTR
TE_00003733_LTR,LTR/Gypsy,3652,0,0,LTR
TE_00003734,DNA/DTC,291,0,0,DNA
TE_00003735,MITE/DTH,16704,0.157360464,1.646173969,MITE
TE_00003736,DNA/DTC,13652,0,0,DNA
TE_00003737,LTR/unknown,10389,0,0,LTR
TE_00003737_LTR,LTR/unknown,6875,0,0,LTR
TE_00003738_INT,LTR/Gypsy,362,0,0,LTR
TE_00003739,MITE/DTA,708,0,0,MITE
TE_00003740,DNA/DTA,28221,0.558849622,5.84621877,DNA
TE_00003741_LTR,LTR/Gypsy,53093,0,0,LTR
TE_00003742,LTR/Gypsy,5297,3.969868527,41.52945438,LTR
TE_00003742_INT,LTR/Gypsy,50796,0.258735845,2.706678674,LTR
TE_00003744_LTR,LTR/unknown,4408,0,0,LTR
TE_00003746_INT,LTR/Copia,32051,0,0,LTR
TE_00003747,LTR/Gypsy,11818,0,0,LTR
TE_00003747_LTR,LTR/Gypsy,703,0,0,LTR
TE_00003748,DNA/DTH,48092,0,0,DNA
TE_00003749,DNA/Helitron,8807,0.89538408,9.366761661,DNA
TE_00003750,LTR/Gypsy,21433,0,0,LTR
TE_00003750_INT,LTR/Gypsy,7995,0,0,LTR
TE_00003751_LTR,LTR/Copia,6374,1.649544524,17.25615939,LTR
TE_00003752_LTR,LTR/unknown,2574,0,0,LTR
TE_00003753_INT,LTR/unknown,27784,0,0,LTR
TE_00003754,LTR/unknown,8088,0,0,LTR
TE_00003754_LTR,LTR/unknown,10958,0,0,LTR
TE_00003755,DNA/DTA,2060,0,0,DNA
TE_00003756_INT,LTR/Gypsy,1439773,0.001825669,0.019098629,LTR
TE_00003757,DNA/DTA,5396,1.46138762,15.28781874,DNA
TE_00003758_LTR,LTR/unknown,3417,0,0,LTR
TE_00003759_INT,LTR/Gypsy,7467,1.760110619,18.41280968,LTR
TE_00003760_INT,LTR/unknown,40722,0,0,LTR
TE_00003761,DNA/DTC,9908,0.26529564,2.775301775,DNA
TE_00003762,LTR/unknown,12161,0,0,LTR
TE_00003762_LTR,LTR/unknown,17139,0,0,LTR
TE_00003763_LTR,LTR/Copia,13165,0,0,LTR
TE_00003764,DNA/DTM,5935,0,0,DNA
TE_00003766_LTR,LTR/Gypsy,1528,0,0,LTR
TE_00003767_LTR,LTR/Copia,6017,0,0,LTR
TE_00003768,LTR/Gypsy,11781,0,0,LTR
TE_00003768_INT,LTR/Gypsy,28063,0,0,LTR
TE_00003769,DNA/DTA,2735,0,0,DNA
TE_00003770_LTR,LTR/Gypsy,4270,0,0,LTR
TE_00003771_LTR,LTR/Gypsy,172,0,0,LTR
TE_00003773,LTR/Copia,4989,0,0,LTR
TE_00003773_INT,LTR/Copia,17593,0.14940881,1.562990393,LTR
TE_00003774,DNA/DTC,290,0,0,DNA
TE_00003775,LTR/unknown,30703,2.311527485,24.18127315,LTR
TE_00003775_LTR,LTR/unknown,22319,0,0,LTR
TE_00003776,MITE/DTT,50846,1.602584769,16.76490559,MITE
TE_00003777,LTR/unknown,14977,1.404045776,14.68795619,LTR
TE_00003777_LTR,LTR/unknown,26288,0.599942757,6.276100879,LTR
TE_00003778,DNA/DTM,280,0,0,DNA
TE_00003780,LTR/unknown,11077,0,0,LTR
TE_00003780_LTR,LTR/unknown,14035,0,0,LTR
TE_00003781,MITE/DTH,12183,0,0,MITE
TE_00003782_INT,LTR/unknown,16444,0,0,LTR
TE_00003783,MITE/DTH,2194,0,0,MITE
TE_00003784,LTR/unknown,8085,0,0,LTR
TE_00003784_LTR,LTR/unknown,23043,0,0,LTR
TE_00003785_INT,LTR/unknown,75883,0,0,LTR
TE_00003786,LTR/unknown,18643,0,0,LTR
TE_00003786_LTR,LTR/unknown,7939,0,0,LTR
TE_00003787,MITE/DTH,3524,0,0,MITE
TE_00003788,MITE/DTH,1140,0,0,MITE
TE_00003789,DNA/DTA,2703,0,0,DNA
TE_00003790,DNA/DTH,54112,0.340032606,3.557137601,DNA
TE_00003791_LTR,LTR/Copia,3188,0.82451355,8.625373269,LTR
TE_00003792,DNA/DTH,17280,0,0,DNA
TE_00003793,MITE/DTH,675,0,0,MITE
TE_00003794,DNA/DTA,2051,0,0,DNA
TE_00003796,LTR/unknown,8435,0,0,LTR
TE_00003796_LTR,LTR/unknown,11651,0,0,LTR
TE_00003797,DNA/Helitron,71214,0,0,DNA
TE_00003798_INT,LTR/Gypsy,1144,0,0,LTR
TE_00003799_INT,LTR/Gypsy,15261,0,0,LTR
TE_00003800_INT,LTR/Copia,39876,1.252443444,13.102019,LTR
TE_00003801,LTR/Gypsy,31606,1.663322912,17.4002974,LTR
TE_00003801_INT,LTR/Gypsy,63892,0.041140506,0.430377668,LTR
TE_00003802,MITE/DTH,443,0,0,MITE
TE_00003803,LTR/Gypsy,11866,0,0,LTR
TE_00003803_LTR,LTR/Gypsy,24412,0,0,LTR
TE_00003804_LTR,LTR/Gypsy,3217,0,0,LTR
TE_00003805,DNA/DTA,33117,0,0,DNA
TE_00003806,LTR/Gypsy,8966,0,0,LTR
TE_00003806_LTR,LTR/Gypsy,12658,0,0,LTR
TE_00003807_LTR,LTR/unknown,25120,0.209279395,2.189306527,LTR
TE_00003808_INT,LTR/Gypsy,797,0,0,LTR
TE_00003809,MITE/DTM,9677,0,0,MITE
TE_00003810,MITE/DTA,12185,0,0,MITE
TE_00003811_LTR,LTR/Gypsy,9593,0,0,LTR
TE_00003812_INT,LTR/Gypsy,81,0,0,LTR
TE_00003813,MITE/DTA,11646,0.225704036,2.361127424,MITE
TE_00003814_LTR,LTR/Gypsy,463509,0.011341955,0.11865008,LTR
TE_00003815,MITE/DTH,8544,1.538242743,16.09181296,MITE
TE_00003816_LTR,LTR/unknown,5725,0,0,LTR
TE_00003817,LTR/unknown,11275,0,0,LTR
TE_00003817_LTR,LTR/unknown,16512,0,0,LTR
TE_00003818,DNA/DTC,19741,0,0,DNA
TE_00003819,LTR/unknown,7724,0,0,LTR
TE_00003819_LTR,LTR/unknown,13676,0,0,LTR
TE_00003820,DNA/Helitron,14464,3.089417614,32.31891107,DNA
TE_00003821,LTR/unknown,9227,0,0,LTR
TE_00003821_LTR,LTR/unknown,6114,0,0,LTR
TE_00003822_INT,LTR/unknown,3041,0,0,LTR
TE_00003823,LTR/unknown,8637,0,0,LTR
TE_00003823_LTR,LTR/unknown,22168,0,0,LTR
TE_00003824,DNA/DTM,28486,0.276825374,2.895916238,DNA
TE_00003825,LTR/unknown,11166,0,0,LTR
TE_00003825_LTR,LTR/unknown,37070,0.779984925,8.159551924,LTR
TE_00003826,DNA/DTA,8605,0,0,DNA
TE_00003827,LTR/unknown,7865,0,0,LTR
TE_00003827_LTR,LTR/unknown,5919,0,0,LTR
TE_00003828,LTR/unknown,8090,0,0,LTR
TE_00003828_LTR,LTR/unknown,4597,0,0,LTR
TE_00003829,MITE/DTT,1235,0,0,MITE
TE_00003830,LTR/Gypsy,4936,0.532526175,5.57084481,LTR
TE_00003830_INT,LTR/unknown,20145,0.260962939,2.729976667,LTR
TE_00003831_INT,LTR/Copia,92494,0,0,LTR
TE_00003832,DNA/DTT,1211,2.170560858,22.70659784,DNA
TE_00003833,MITE/DTA,1089,12.06863728,126.2520201,MITE
TE_00003834_LTR,LTR/Gypsy,4510,0,0,LTR
TE_00003835,MITE/DTA,10925,0.481198938,5.033902056,MITE
TE_00003836,MITE/DTM,2218,0,0,MITE
TE_00003837,MITE/DTA,3329,0,0,MITE
TE_00003838,LTR/Gypsy,8435,0,0,LTR
TE_00003838_LTR,LTR/Gypsy,8945,0.881570441,9.222254885,LTR
TE_00003839_LTR,LTR/unknown,509,0,0,LTR
TE_00003840,DNA/DTM,20722,0,0,DNA
TE_00003841,DNA/DTM,89028,1.299098764,13.59008805,DNA
TE_00003842,LTR/unknown,10801,0,0,LTR
TE_00003842_LTR,LTR/unknown,31203,0,0,LTR
TE_00003843_INT,LTR/Copia,766,0,0,LTR
TE_00003844_LTR,LTR/Copia,734165,0.003580325,0.037454373,LTR
TE_00003845,LTR/unknown,13538,0,0,LTR
TE_00003845_LTR,LTR/unknown,17134,0,0,LTR
TE_00003846,LTR/unknown,11285,0,0,LTR
TE_00003846_LTR,LTR/unknown,40593,0,0,LTR
TE_00003847,DNA/DTC,10852,0,0,DNA
TE_00003849_LTR,LTR/Gypsy,2587,0,0,LTR
TE_00003850,LTR/Gypsy,9205,0,0,LTR
TE_00003850_LTR,LTR/Gypsy,28320,0,0,LTR
TE_00003851_INT,LTR/Gypsy,117727,0,0,LTR
TE_00003852_INT,LTR/Copia,1107,0,0,LTR
TE_00003853_INT,LTR/Gypsy,265,0,0,LTR
TE_00003854,DNA/DTC,396,0,0,DNA
TE_00003855_LTR,LTR/unknown,160,0,0,LTR
TE_00003856_LTR,LTR/Gypsy,5293,0,0,LTR
TE_00003857,LTR/Gypsy,8957,0,0,LTR
TE_00003857_LTR,LTR/Gypsy,10996,0,0,LTR
TE_00003859,LTR/Gypsy,29689,0,0,LTR
TE_00003859_INT,LTR/Gypsy,253543,0,0,LTR
TE_00003861,LTR/Gypsy,11032,0,0,LTR
TE_00003861_INT,LTR/Gypsy,29187,0,0,LTR
TE_00003862_LTR,LTR/Copia,1985,0,0,LTR
TE_00003863_LTR,LTR/Gypsy,12055,0,0,LTR
TE_00003864_LTR,LTR/Gypsy,3628,0,0,LTR
TE_00003865,MITE/DTT,2206,0,0,MITE
TE_00003866_INT,LTR/Gypsy,6455,0,0,LTR
TE_00003867,DNA/DTA,4269,0,0,DNA
TE_00003868,MITE/DTT,13888,0.189267655,1.979960396,MITE
TE_00003869_INT,LTR/unknown,10406,1.262996924,13.21242071,LTR
TE_00003870,DNA/DTC,3681,0,0,DNA
TE_00003871,DNA/DTH,21941,0.599003965,6.26628002,DNA
TE_00003872,MITE/DTH,131,0,0,MITE
TE_00003874,LTR/unknown,7983,0,0,LTR
TE_00003874_LTR,LTR/unknown,11101,0,0,LTR
TE_00003876,MITE/DTM,94,0,0,MITE
TE_00003877_INT,LTR/unknown,3001,0,0,LTR
TE_00003878,LTR/unknown,8135,0,0,LTR
TE_00003878_LTR,LTR/unknown,8792,0,0,LTR
TE_00003879_LTR,LTR/Copia,26065,0,0,LTR
