,0,1,2,3,4,5,6,7,8,9
620,TE_00007193_INT#LTR/Copia,LTR,Copia,Ale,0,+,RH|Ale,1,1,TE_00007193
621,TE_00007197_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00007197
622,TE_00007198_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007198
623,TE_00007199_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand INT|Retand,2,1,TE_00007199
624,TE_00007233_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RH|Ivana,2,1,TE_00007233
625,TE_00007235_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007235
626,TE_00007245_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00007245
627,TE_00007247_INT#LTR/unknown,LTR,Copia,Ale,0,+,GAG|Ale RH|Ale,2,1,TE_00007247
628,TE_00007255_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00007255
629,TE_00007259_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00007259
630,TE_00007274_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007274
631,TE_00007279_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007279
632,TE_00007282_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00007282
633,TE_00007284_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00007284
634,TE_00007295_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay CHD|Tekay,2,1,TE_00007295
635,TE_00007298_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00007298
636,TE_00007318_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00007318
637,TE_00007335_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,RT|Tekay CHD|Tekay,2,1,TE_00007335
638,TE_00007351_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay CHD|Tekay,2,1,TE_00007351
639,TE_00007366_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00007366
640,TE_00007371_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007371
641,TE_00007385_LTR#LTR/Copia,LTR,Copia,SIRE,0,+,RT|SIRE,1,2,TE_00007385
642,TE_00007415_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,GAG|Retand,1,1,TE_00007415
643,TE_00007416_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00007416
644,TE_00007425_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007425
645,TE_00007432_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RT|Reina RH|Reina CHD|Reina,5,1,TE_00007432
646,TE_00007442_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00007442
647,TE_00007449_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00007449
648,TE_00007466_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00007466
649,TE_00007478_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana PROT|Ivana RH|Ivana,3,1,TE_00007478
650,TE_00007480_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00007480
651,TE_00007488_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00007488
652,TE_00007489_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00007489
653,TE_00007500_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,PROT|Retand,1,1,TE_00007500
654,TE_00007501_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand INT|Retand,2,1,TE_00007501
655,TE_00007508_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay CHD|Tekay,2,1,TE_00007508
656,TE_00007515_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,GAG|Retand PROT|Retand,2,1,TE_00007515
657,TE_00007516_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,GAG|Retand PROT|Retand RH|Retand INT|Retand,4,1,TE_00007516
658,TE_00007532_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007532
659,TE_00007543_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00007543
660,TE_00007556_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00007556
661,TE_00007565_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00007565
662,TE_00007569_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00007569
663,TE_00007580_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00007580
664,TE_00007585_INT#LTR/unknown,LTR,Gypsy,Reina,0,-,GAG|Reina RT|Reina,2,1,TE_00007585
665,TE_00007589_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007589
666,TE_00007610_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00007610
667,TE_00007619_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00007619
668,TE_00007626_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00007626
669,TE_00007629_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,GAG|Retand RT|Retand aRH|Retand INT|Retand,4,1,TE_00007629
670,TE_00007634_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,INT|Ikeros,1,1,TE_00007634
671,TE_00007646_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RH|Retand,1,1,TE_00007646
672,TE_00007654_INT#LTR/Gypsy,LTR,Gypsy,TatIII,0,+,GAG|TatIII,1,1,TE_00007654
673,TE_00007655_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00007655
674,TE_00007662_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00007662
675,TE_00007671_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00007671
676,TE_00007679_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina,1,1,TE_00007679
677,TE_00007729_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale RT|Ale RH|Ale,4,1,TE_00007729
678,TE_00007730_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand RT|Retand RH|Retand INT|Retand,4,1,TE_00007730
679,TE_00007739_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007739
680,TE_00007743_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00007743
681,TE_00007744_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00007744
682,TE_00007746_INT#LTR/Copia,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00007746
683,TE_00007749_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00007749
684,TE_00007756_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,INT|Ikeros,1,1,TE_00007756
685,TE_00007758_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00007758
686,TE_00007769_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay CHD|Tekay,2,1,TE_00007769
687,TE_00007776_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana PROT|Ivana RT|Ivana RH|Ivana,4,1,TE_00007776
688,TE_00007812_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00007812
689,TE_00007816_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00007816
690,TE_00007822_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand RT|Retand RH|Retand INT|Retand,4,1,TE_00007822
691,TE_00007832_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00007832
692,TE_00007836_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand,1,1,TE_00007836
693,TE_00007843_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00007843
694,TE_00007860_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00007860
695,TE_00007878_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00007878
696,TE_00007885_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00007885
697,TE_00007919_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007919
698,TE_00007932_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00007932
699,TE_00007935_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00007935
700,TE_00007991_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00007991
701,TE_00007998_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00007998
702,TE_00008000_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00008000
703,TE_00008005_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,INT|Ikeros,1,1,TE_00008005
704,TE_00008011_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00008011
705,TE_00008025_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00008025
706,TE_00008037_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00008037
707,TE_00008038_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00008038
708,TE_00008046_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00008046
709,TE_00008052_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00008052
710,TE_00008054_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00008054
711,TE_00008058_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,PROT|Retand RT|Retand RH|Retand INT|Retand,4,1,TE_00008058
712,TE_00008059_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00008059
713,TE_00008069_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina,2,1,TE_00008069
714,TE_00008079_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00008079
715,TE_00008085_INT#LTR/unknown,LTR,Copia,Bianca,0,+,RH|Bianca,1,1,TE_00008085
716,TE_00008088_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00008088
717,TE_00008096_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale INT|Ale,2,1,TE_00008096
718,TE_00008103_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00008103
719,TE_00008107_INT#LTR/Gypsy,LTR,Gypsy,mixture,0,+,RH|Ogre INT|Retand,2,1,TE_00008107
720,TE_00008110_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,INT|Ikeros RH|Ikeros,2,1,TE_00008110
721,TE_00008117_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00008117
722,TE_00008118_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay CHD|Tekay,3,1,TE_00008118
723,TE_00008119_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand aRH|Retand,2,1,TE_00008119
724,TE_00008120_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00008120
725,TE_00008146_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina,5,1,TE_00008146
726,TE_00008159_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00008159
727,TE_00008166_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00008166
728,TE_00008177_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00008177
729,TE_00008183_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00008183
730,TE_00008184_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00008184
731,TE_00008191_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,INT|Ikeros,1,1,TE_00008191
732,TE_00008201_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RH|Retand,1,1,TE_00008201
733,TE_00008206_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,PROT|Ogre,1,1,TE_00008206
734,TE_00008211_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,-,PROT|CRM,1,1,TE_00008211
735,TE_00008216_INT#LTR/Copia,LTR,Copia,Ivana,0,+,RH|Ivana,1,1,TE_00008216
736,TE_00008219_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00008219
737,TE_00008222_INT#LTR/unknown,LTR,Copia,Ale,0,+,INT|Ale,1,1,TE_00008222
738,TE_00008225_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00008225
739,TE_00008227_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00008227
740,TE_00008229_INT#LTR/unknown,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00008229
741,TE_00008231_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00008231
742,TE_00008245_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,PROT|Retand RT|Retand,2,1,TE_00008245
743,TE_00008273_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00008273
744,TE_00008285_INT#LTR/Copia,LTR,Copia,SIRE,0,+,GAG|SIRE,1,1,TE_00008285
745,TE_00008306_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00008306
746,TE_00008317_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00008317
747,TE_00008323_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00008323
748,TE_00008329_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00008329
749,TE_00008338_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00008338
750,TE_00008346_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand,1,1,TE_00008346
751,TE_00008351_INT#LTR/Gypsy,LTR,Gypsy,Retand,1,+,GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand,5,1,TE_00008351
752,TE_00008364_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00008364
753,TE_00008370_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00008370
754,TE_00008377_INT#LTR/Copia,LTR,Copia,Ale,0,+,PROT|Ale,1,1,TE_00008377
755,TE_00008397_LTR#LTR/Gypsy,LTR,Gypsy,CRM,0,+,CHDCR|CRM,1,2,TE_00008397
756,TE_00008418_INT#LTR/Copia,LTR,Copia,Ikeros,0,+,GAG|Ikeros PROT|Ikeros INT|Ikeros RH|Ikeros,4,1,TE_00008418
757,TE_00008432_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00008432
758,TE_00008438_INT#LTR/unknown,LTR,Gypsy,Tekay,0,+,RT|Tekay INT|Tekay CHD|Tekay,3,1,TE_00008438
759,TE_00008445_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00008445
760,TE_00008450_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay,1,1,TE_00008450
761,TE_00008453_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00008453
762,TE_00008469_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00008469
763,TE_00008478_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina,2,1,TE_00008478
764,TE_00008508_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00008508
765,TE_00008511_INT#LTR/unknown,LTR,Gypsy,CRM,0,+,GAG|CRM,1,1,TE_00008511
766,TE_00008515_INT#LTR/Copia,LTR,Copia,Ivana,0,+,GAG|Ivana RT|Ivana RH|Ivana,3,1,TE_00008515
767,TE_00008521_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00008521
768,TE_00008540_INT#LTR/Copia,LTR,Copia,Ivana,1,+,GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana,5,1,TE_00008540
769,TE_00008566_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00008566
770,TE_00008586_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00008586
771,TE_00008604_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00008604
772,TE_00008610_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,INT|Ogre,1,1,TE_00008610
773,TE_00008617_LTR#LTR/Gypsy,LTR,Gypsy,CRM,0,+,CHDCR|CRM,1,2,TE_00008617
774,TE_00008619_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00008619
775,TE_00008623_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,+,RT|Ogre,1,1,TE_00008623
776,TE_00008624_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,PROT|Tekay,1,1,TE_00008624
777,TE_00008649_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM PROT|CRM RT|CRM,3,1,TE_00008649
778,TE_00008650_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand PROT|Retand RT|Retand RH|Retand,4,1,TE_00008650
779,TE_00008670_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand aRH|Retand,2,1,TE_00008670
780,TE_00008674_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00008674
781,TE_00008675_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00008675
782,TE_00008692_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay CHD|Tekay,3,1,TE_00008692
783,TE_00008693_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,INT|Reina CHD|Reina,2,1,TE_00008693
784,TE_00008694_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00008694
785,TE_00008703_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00008703
786,TE_00008718_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00008718
787,TE_00008733_INT#LTR/unknown,LINE,unknown,unknown,unknown,-,RT|LINE,1,1,TE_00008733
788,TE_00008736_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,?,CHD|Reina GAG|Reina,2,1,TE_00008736
789,TE_00008760_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00008760
790,TE_00008762_INT#LTR/Gypsy,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina,6,1,TE_00008762
791,TE_00008771_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale INT|Ale RT|Ale RH|Ale,4,1,TE_00008771
792,TE_00008774_INT#LTR/Copia,LTR,Copia,Angela,1,+,GAG|Angela PROT|Angela INT|Angela RT|Angela RH|Angela,5,1,TE_00008774
793,TE_00008811_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand INT|Retand,2,1,TE_00008811
794,TE_00008815_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,4,1,TE_00008815
795,TE_00008825_INT#LTR/Copia,LTR,Copia,Ale,0,+,RT|Ale RH|Ale,2,1,TE_00008825
796,TE_00008862_INT#LTR/unknown,LTR,Gypsy,Reina,1,+,GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina,5,1,TE_00008862
797,TE_00008864_INT#LTR/Copia,LTR,Copia,Ale,0,+,RH|Ale,1,1,TE_00008864
798,TE_00008869_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00008869
799,TE_00008870_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand INT|Retand,2,1,TE_00008870
800,TE_00008872_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00008872
801,TE_00008882_INT#LTR/Gypsy,LTR,Gypsy,Ogre,0,-,RH|Ogre,1,1,TE_00008882
802,TE_00008886_INT#LTR/Copia,LTR,Copia,Bianca,0,+,PROT|Bianca INT|Bianca RT|Bianca RH|Bianca,4,1,TE_00008886
803,TE_00008901_INT#LTR/Copia,LTR,Copia,Ale,0,+,GAG|Ale PROT|Ale INT|Ale,3,1,TE_00008901
804,TE_00008912_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand INT|Retand,2,1,TE_00008912
805,TE_00008916_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00008916
806,TE_00008928_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00008928
807,TE_00008931_INT#LTR/Gypsy,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina,5,1,TE_00008931
808,TE_00008944_INT#LTR/Copia,LTR,Copia,Ale,1,+,GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale,5,1,TE_00008944
809,TE_00008957_INT#LTR/Gypsy,LTR,Gypsy,Tekay,0,+,GAG|Tekay PROT|Tekay,2,1,TE_00008957
810,TE_00008977_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00008977
811,TE_00008978_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00008978
812,TE_00008987_INT#LTR/unknown,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00008987
813,TE_00009002_INT#LTR/unknown,LTR,Copia,Ale,0,+,INT|Ale RT|Ale RH|Ale,3,1,TE_00009002
814,TE_00009006_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,PROT|CRM,1,1,TE_00009006
815,TE_00009010_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,GAG|Retand INT|Retand,2,1,TE_00009010
816,TE_00009048_INT#LTR/unknown,LTR,Gypsy,Tekay,0,+,CHD|Tekay,1,1,TE_00009048
817,TE_00009060_INT#LTR/unknown,LTR,Gypsy,Reina,0,+,GAG|Reina PROT|Reina,2,1,TE_00009060
818,TE_00009066_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RT|Retand,1,1,TE_00009066
819,TE_00009074_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,aRH|Retand,1,1,TE_00009074
820,TE_00009077_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,RT|Retand,1,1,TE_00009077
821,TE_00009084_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM PROT|CRM,2,1,TE_00009084
822,TE_00009086_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,aRH|Retand,1,1,TE_00009086
823,TE_00009089_LTR#LTR/Copia,LINE,unknown,unknown,unknown,+,ENDO|LINE,1,2,TE_00009089
824,TE_00009091_INT#LTR/unknown,LTR,Gypsy,Tekay,0,-,CHD|Tekay,1,1,TE_00009091
825,TE_00009109_INT#LTR/unknown,LTR,Copia,Bianca,0,-,RH|Bianca,1,1,TE_00009109
826,TE_00009114_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,-,INT|Retand,1,1,TE_00009114
827,TE_00009140_INT#LTR/Copia,LTR,Copia,SIRE,0,-,GAG|SIRE,1,1,TE_00009140
828,TE_00009141_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,RH|Retand,1,1,TE_00009141
829,TE_00009145_INT#LTR/Gypsy,LTR,Gypsy,Retand,0,+,INT|Retand,1,1,TE_00009145
830,TE_00009148_INT#LTR/Gypsy,LTR,Gypsy,CRM,0,+,GAG|CRM PROT|CRM,2,1,TE_00009148
