#id	length	evalue	coverge	probability	score
TE_00012120_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	96	4.8e-33	55.2	0.99	107.9
TE_00012120_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	79	6.7e-19	100.0	0.97	62.0
TE_00012120_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	93	2.1e-31	76.2	0.97	102.2
TE_00012123_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	105	1.1e-27	62.8	0.91	90.2
TE_00012128_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	2.6e-32	100.0	0.98	105.5
TE_00012128_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.4e-23	98.6	0.99	74.5
TE_00012128_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	116	1.5e-56	60.7	0.98	184.5
TE_00012128_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.4e-62	98.6	0.99	202.2
TE_00012128_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	2.8e-130	98.4	0.99	427.3
TE_00012128_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	43	1e-10	45.5	0.92	35.5
TE_00012129_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	65	9.6e-07	35.1	0.79	22.3
TE_00012139_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	89	2.2e-37	66.9	0.95	121.6
TE_00012149_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	37	1.4e-08	24.1	0.96	28.1
TE_00012150_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	72	7.5e-27	80.0	0.98	87.3
TE_00012150_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	2.5e-25	98.6	0.99	81.7
TE_00012150_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	201	2.1e-106	100.0	0.99	347.6
TE_00012150_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	8.8e-137	100.0	0.99	448.4
TE_00012150_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	1.1e-63	100.0	0.98	206.3
TE_00012165_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	6.1e-16	100.0	0.96	52.4
TE_00012165_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	37	6.3e-12	52.1	0.98	39.6
TE_00012165_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	114	7.3e-38	50.0	0.93	123.8
TE_00012165_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.4e-118	100.0	0.99	388.3
TE_00012165_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.1e-56	100.0	0.99	182.6
TE_00012171_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	1e-33	100.0	0.98	110.0
TE_00012171_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.5e-25	100.0	0.99	83.0
TE_00012180_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	7.1e-30	100.0	0.97	97.7
TE_00012180_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.2e-27	100.0	1.0	89.7
TE_00012180_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	92	6.4e-33	38.2	0.93	107.6
TE_00012180_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	94	6.5e-30	51.7	0.97	97.9
TE_00012180_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	146	4e-49	44.5	0.98	160.7
TE_00012180_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	8.9e-24	98.7	0.9	77.3
TE_00012184_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	7.3e-30	97.4	0.97	97.6
TE_00012184_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	54	1.8e-10	64.9	0.96	34.7
TE_00012184_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	167	3.8e-88	95.4	0.99	287.4
TE_00012184_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3e-54	100.0	0.99	176.8
TE_00012184_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	105	1.3e-42	32.1	0.97	139.3
TE_00012184_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	38	0.00054	32.5	0.91	13.9
TE_00012192_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	65	1.1e-16	71.1	0.92	54.8
TE_00012192_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	6.2e-25	98.6	0.99	80.4
TE_00012192_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	201	1.1e-97	100.0	0.98	319.1
TE_00012192_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	260	1.7e-134	100.0	0.99	440.9
TE_00012198_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	30	4.1e-07	20.3	0.91	23.6
TE_00012201_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	90	7.8e-42	39.7	0.82	136.8
TE_00012205_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	2.1e-17	100.0	0.94	57.2
TE_00012205_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	65	1.9e-14	30.9	0.88	47.4
TE_00012217_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	80	2e-21	39.1	0.96	70.1
TE_00012229_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	143	7.6e-55	42.8	0.97	180.1
TE_00012237_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	6.1e-33	100.0	0.98	107.5
TE_00012237_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	65	3.1e-17	81.1	0.97	56.3
TE_00012237_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.1e-92	100.0	0.99	300.3
TE_00012237_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-65	100.0	1.0	213.9
TE_00012237_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.2e-134	98.4	0.99	441.6
TE_00012237_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	8e-19	100.0	0.9	61.5
TE_00012244_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RH	85	1.4e-45	62.0	0.96	148.0
TE_00012245_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.4e-35	100.0	0.99	115.3
TE_00012245_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.8e-24	100.0	0.99	79.5
TE_00012245_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	65	6.6e-24	32.4	0.95	78.2
TE_00012245_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	90	6.1e-35	60.0	0.98	114.2
TE_00012245_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	187	1.7e-65	51.0	0.95	214.5
TE_00012245_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	69	1.4e-15	98.7	0.87	51.1
TE_00012248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	115	6.3e-30	95.7	0.98	97.8
TE_00012248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	8.2e-20	100.0	0.98	64.6
TE_00012248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.3e-86	100.0	0.98	281.1
TE_00012248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	121	1.7e-40	78.6	0.97	132.3
TE_00012248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	299	8.9e-131	97.1	0.99	428.9
TE_00012248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	9.9e-20	100.0	0.91	64.4
TE_00012253_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	9.2e-31	100.0	0.98	99.5
TE_00012253_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	3.1e-28	100.0	0.99	91.4
TE_00012253_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	59	1.9e-18	28.5	0.98	60.3
TE_00012253_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.4e-52	100.0	1.0	170.6
TE_00012264_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	276	2e-64	93.2	0.95	211.5
TE_00012264_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	50	3.2e-29	20.7	0.94	95.9
TE_00012266_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	59	2.9e-05	31.6	0.88	18.3
TE_00012266_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	50	1e-13	20.1	0.91	45.0
TE_00012277_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	173	1.5e-73	66.1	0.98	240.7
TE_00012277_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	2.7e-56	89.8	0.97	182.7
TE_00012285_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	131	6e-53	72.4	0.99	172.7
TE_00012296_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	110	1.1e-33	90.1	0.99	109.6
TE_00012297_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	127	2.4e-50	100.0	0.99	163.7
TE_00012313_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	93	1.1e-33	100.0	0.95	109.1
TE_00012313_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	9e-38	100.0	1.0	122.1
TE_00012313_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	78	1.9e-40	36.8	0.99	132.2
TE_00012313_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	119	4.8e-54	42.6	0.97	176.9
TE_00012313_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	127	6.1e-65	100.0	0.99	210.9
TE_00012317_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	130	1.4e-53	41.2	0.98	175.9
TE_00012318_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	61	2.9e-25	25.7	0.99	83.0
TE_00012320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	1.8e-20	100.0	0.92	66.9
TE_00012320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	4.9e-72	100.0	0.97	235.3
TE_00012320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.1e-117	100.0	0.99	384.5
TE_00012320_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.1e-61	100.0	0.98	198.0
TE_00012324_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	285	5.8e-05	65.6	0.72	17.2
TE_00012327_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	39	1.1e-07	28.1	0.97	25.5
TE_00012340_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	63	0.00037	27.3	0.78	14.5
TE_00012340_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1e-143	100.0	1.0	471.3
TE_00012340_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	8.9e-63	100.0	1.0	204.5
TE_00012340_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	58	6.3e-20	29.5	0.95	65.3
TE_00012340_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.5e-24	100.0	1.0	77.5
TE_00012340_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	73	3.3e-22	61.5	0.98	72.9
TE_00012348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.6e-32	100.0	0.98	106.2
TE_00012348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5e-27	100.0	1.0	87.7
TE_00012348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	96	8.2e-33	57.2	0.95	107.3
TE_00012348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	6.1e-138	100.0	0.99	452.4
TE_00012348_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	6.5e-19	97.4	0.95	61.7
TE_00012368_LTR#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	117	7e-47	42.6	0.95	153.5
TE_00012368_LTR#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	3.8e-69	100.0	1.0	224.1
TE_00012373_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	77	2.5e-24	22.5	0.97	79.9
TE_00012395_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	54	6.9e-20	28.9	0.92	65.0
TE_00012397_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	57	3.8e-15	40.6	0.95	49.6
TE_00012405_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	95	4.2e-38	48.3	0.95	124.4
TE_00012413_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	285	5.1e-66	71.4	0.89	216.8
TE_00012417_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	59	8.6e-12	46.2	0.97	39.3
TE_00012434_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	45	2.5e-24	30.6	0.94	79.4
TE_00012438_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	63	1.2e-52	23.2	0.88	172.6
TE_00012438_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	313	5.6e-100	100.0	0.96	328.3
TE_00012441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	96	2.6e-17	87.8	0.95	56.8
TE_00012441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.3e-26	98.6	0.98	85.3
TE_00012441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	61	2.1e-27	30.9	0.98	89.7
TE_00012441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	95	9.1e-44	35.8	0.99	143.1
TE_00012441_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	112	1.4e-47	85.0	0.97	154.6
TE_00012451_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	108	3.5e-22	33.1	0.98	72.8
TE_00012457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	1e-32	100.0	0.97	106.8
TE_00012457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.7e-26	98.6	0.99	84.3
TE_00012457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	6.1e-91	100.0	1.0	296.5
TE_00012457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.5e-64	100.0	1.0	210.2
TE_00012457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	7.6e-128	98.4	0.98	419.3
TE_00012457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	2e-20	100.0	0.9	66.6
TE_00012461_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	63	4.4e-29	33.5	0.97	95.1
TE_00012466_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.7e-29	98.9	0.98	94.8
TE_00012466_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	145	9.1e-54	54.9	0.95	176.0
TE_00012466_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.8e-55	100.0	1.0	179.3
TE_00012482_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	74	2.9e-24	38.2	0.94	79.3
TE_00012482_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	72	2.8e-20	26.7	0.97	66.2
TE_00012482_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	104	1.5e-34	68.2	0.98	112.6
TE_00012486_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.5e-19	100.0	0.98	63.9
TE_00012486_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	7e-23	100.0	0.98	74.7
TE_00012486_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	189	1.6e-79	67.3	0.96	260.3
TE_00012486_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.7e-57	100.0	0.99	186.7
TE_00012490_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	78	1.5e-12	82.2	0.96	41.5
TE_00012490_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	6.9e-22	100.0	0.93	71.5
TE_00012490_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	4.5e-75	100.0	0.99	245.2
TE_00012490_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.5e-110	100.0	0.99	360.8
TE_00012490_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	32	0.00013	20.5	0.96	15.7
TE_00012504_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	6.9e-37	100.0	0.99	119.5
TE_00012504_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.1e-24	98.6	0.99	79.6
TE_00012504_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	201	4.2e-106	100.0	0.99	346.6
TE_00012504_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	247	3.2e-128	90.8	0.98	420.3
TE_00012504_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	73	1.2e-29	51.1	0.97	96.2
TE_00012507_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	72	1.8e-39	22.5	0.98	129.6
TE_00012534_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	77	1.7e-25	100.0	0.96	82.7
TE_00012534_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	73	1.3e-27	34.1	0.96	90.2
TE_00012534_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	150	6.5e-65	99.3	0.99	211.2
TE_00012534_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	1.7e-158	100.0	1.0	520.6
TE_00012551_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.3e-14	98.9	0.96	48.1
TE_00012551_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	5e-26	100.0	0.99	84.7
TE_00012551_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	116	8.3e-40	54.1	0.98	130.2
TE_00012551_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	121	1.4e-103	38.1	0.9	339.1
TE_00012551_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.8e-55	100.0	0.98	180.1
TE_00012558_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.5e-35	100.0	0.99	115.3
TE_00012558_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.5e-24	100.0	1.0	77.5
TE_00012558_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	96	6.5e-34	57.9	0.95	110.9
TE_00012558_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.2e-145	100.0	1.0	477.7
TE_00012558_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.5e-18	98.7	0.89	60.6
TE_00012563_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	4.9e-20	100.0	0.98	65.6
TE_00012563_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	80	3.6e-18	38.5	0.94	59.5
TE_00012563_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	120	1.3e-13	91.7	0.91	44.8
TE_00012563_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	114	2.6e-37	33.8	0.94	122.5
TE_00012567_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	70	3.4e-17	93.3	0.96	56.5
TE_00012592_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.5e-28	100.0	0.98	91.8
TE_00012592_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.5e-15	100.0	0.95	49.8
TE_00012592_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	125	6.6e-59	70.5	0.98	192.2
TE_00012592_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	126	5.4e-39	82.8	0.95	127.3
TE_00012592_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	7.1e-121	100.0	0.98	396.4
TE_00012592_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	72	8.8e-17	96.1	0.93	54.9
TE_00012615_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	86	1.5e-22	66.9	0.96	73.6
TE_00012617_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	2.5e-20	100.0	0.98	66.4
TE_00012617_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.5e-25	100.0	0.96	83.2
TE_00012617_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	97	3.9e-39	50.5	0.98	128.0
TE_00012617_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	100	2e-41	36.6	0.98	135.5
TE_00012617_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	4e-58	100.0	0.97	188.7
TE_00012623_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	25	2.7e-07	26.0	0.92	24.3
TE_00012625_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	4.3e-31	99.1	0.97	101.6
TE_00012625_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.5e-18	100.0	0.99	60.6
TE_00012625_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	6.2e-91	100.0	1.0	296.4
