sample_id,sample_download_link,sample_tissue,sample_project_number,sample_description
SRR765448,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765448/SRR765448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765448/SRR765448_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N209 RNAseq"
SRR765449,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765449/SRR765449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765449/SRR765449_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N215 RNAseq"
SRR765450,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765450/SRR765450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765450/SRR765450_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N216 RNAseq"
SRR765451,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765451/SRR765451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765451/SRR765451_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N217 RNAseq"
SRR765452,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765452/SRR765452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765452/SRR765452_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N218 RNAseq"
SRR765453,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765453/SRR765453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765453/SRR765453_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N28 RNAseq"
SRR765454,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765454/SRR765454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765454/SRR765454_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N28E RNAseq"
SRR765455,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765455/SRR765455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765455/SRR765455_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N28Ht RNAseq"
SRR765456,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765456/SRR765456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765456/SRR765456_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N501 RNAseq"
SRR765457,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765457/SRR765457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765457/SRR765457_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N527 RNAseq"
SRR765458,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765458/SRR765458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765458/SRR765458_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N534 RNAseq"
SRR765459,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765459/SRR765459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765459/SRR765459_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N538 RNAseq"
SRR765460,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765460/SRR765460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765460/SRR765460_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N542 RNAseq"
SRR765461,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765461/SRR765461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765461/SRR765461_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N545 RNAseq"
SRR765462,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765462/SRR765462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765462/SRR765462_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N6 RNAseq"
SRR765463,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765463/SRR765463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765463/SRR765463_2.fastq.gz,mixed,PRJNA189400,"Zea mays, N7A RNAseq"
SRR765464,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765464/SRR765464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765464/SRR765464_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC13 RNAseq"
SRR765465,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765465/SRR765465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765465/SRR765465_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC222 RNAseq"
SRR765466,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765466/SRR765466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765466/SRR765466_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC230 RNAseq"
SRR765467,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765467/SRR765467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765467/SRR765467_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC232 RNAseq"
SRR765468,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765468/SRR765468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765468/SRR765468_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC236 RNAseq"
SRR765469,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765469/SRR765469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765469/SRR765469_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC250 RNAseq"
SRR765470,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765470/SRR765470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765470/SRR765470_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC264 RNAseq"
SRR765471,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765471/SRR765471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765471/SRR765471_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC298 RNAseq"
SRR765472,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765472/SRR765472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765472/SRR765472_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC318 RNAseq"
SRR765473,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765473/SRR765473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765473/SRR765473_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC340 RNAseq"
SRR765474,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765474/SRR765474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765474/SRR765474_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC342 RNAseq"
SRR765475,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765475/SRR765475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765475/SRR765475_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC344 RNAseq"
SRR765476,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765476/SRR765476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765476/SRR765476_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC356 RNAseq"
SRR765477,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765477/SRR765477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765477/SRR765477_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC358 RNAseq"
SRR765478,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765478/SRR765478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765478/SRR765478_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC412 RNAseq"
SRR765479,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765479/SRR765479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765479/SRR765479_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NC472 RNAseq"
SRR765480,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765480/SRR765480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765480/SRR765480_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND1 RNAseq"
SRR765481,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765481/SRR765481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765481/SRR765481_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND101 RNAseq"
SRR765482,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765482/SRR765482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765482/SRR765482_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND167 RNAseq"
SRR765483,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765483/SRR765483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765483/SRR765483_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND230 RNAseq"
SRR765484,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765484/SRR765484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765484/SRR765484_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND245 RNAseq"
SRR765485,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765485/SRR765485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765485/SRR765485_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND246 RNAseq"
SRR765486,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765486/SRR765486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765486/SRR765486_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND247 RNAseq"
SRR765487,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765487/SRR765487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765487/SRR765487_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND251 RNAseq"
SRR765488,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765488/SRR765488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765488/SRR765488_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND260 RNAseq"
SRR765489,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765489/SRR765489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765489/SRR765489_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND262 RNAseq"
SRR765490,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765490/SRR765490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765490/SRR765490_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND265 RNAseq"
SRR765491,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765491/SRR765491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765491/SRR765491_2.fastq.gz,mixed,PRJNA189400,"Zea mays, ND283 RNAseq"
SRR765492,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765492/SRR765492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765492/SRR765492_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NK740 RNAseq"
SRR765493,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765493/SRR765493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765493/SRR765493_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NKH8431 RNAseq"
SRR765494,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765494/SRR765494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765494/SRR765494_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NKS8324 RNAseq"
SRR765495,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765495/SRR765495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765495/SRR765495_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NO._380 RNAseq"
SRR765496,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765496/SRR765496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765496/SRR765496_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NP87 RNAseq"
SRR765497,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765497/SRR765497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765497/SRR765497_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NY_159_(Neveh_Yaar) RNAseq"
SRR765498,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765498/SRR765498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765498/SRR765498_2.fastq.gz,mixed,PRJNA189400,"Zea mays, NY6371 RNAseq"
SRR765499,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765499/SRR765499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765499/SRR765499_2.fastq.gz,mixed,PRJNA189400,"Zea mays, OC19 RNAseq"
SRR765500,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765500/SRR765500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765500/SRR765500_2.fastq.gz,mixed,PRJNA189400,"Zea mays, OH33 RNAseq"
SRR765501,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765501/SRR765501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765501/SRR765501_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Oh40B RNAseq"
SRR765502,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765502/SRR765502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765502/SRR765502_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Oh7 RNAseq"
SRR765503,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765503/SRR765503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765503/SRR765503_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Oh7B RNAseq"
SRR765504,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765504/SRR765504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765504/SRR765504_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Os420 RNAseq"
SRR765505,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765505/SRR765505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765505/SRR765505_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Os426 RNAseq"
SRR765506,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765506/SRR765506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765506/SRR765506_2.fastq.gz,mixed,PRJNA189400,"Zea mays, P39 RNAseq"
SRR765507,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765507/SRR765507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765507/SRR765507_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Pa392 RNAseq"
SRR765508,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765508/SRR765508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765508/SRR765508_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Pa405 RNAseq"
SRR765509,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765509/SRR765509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765509/SRR765509_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Pa468 RNAseq"
SRR765510,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765510/SRR765510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765510/SRR765510_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Pa762 RNAseq"
SRR765511,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765511/SRR765511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765511/SRR765511_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Pa778 RNAseq"
SRR765512,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765512/SRR765512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765512/SRR765512_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Pa880 RNAseq"
SRR765513,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765513/SRR765513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765513/SRR765513_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Pa891 RNAseq"
SRR765514,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765514/SRR765514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765514/SRR765514_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHB09 RNAseq"
SRR765515,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765515/SRR765515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765515/SRR765515_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHG29 RNAseq"
SRR765516,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765516/SRR765516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765516/SRR765516_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHG35 RNAseq"
SRR765517,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765517/SRR765517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765517/SRR765517_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHG39 RNAseq"
SRR765518,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765518/SRR765518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765518/SRR765518_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHG47 RNAseq"
SRR765519,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765519/SRR765519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765519/SRR765519_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHG50 RNAseq"
SRR765520,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765520/SRR765520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765520/SRR765520_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHG72 RNAseq"
SRR765521,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765521/SRR765521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765521/SRR765521_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHG80 RNAseq"
SRR765522,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765522/SRR765522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765522/SRR765522_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHJ40 RNAseq"
SRR765523,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765523/SRR765523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765523/SRR765523_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHK76 RNAseq"
SRR765524,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765524/SRR765524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765524/SRR765524_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHN11 RNAseq"
SRR765525,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765525/SRR765525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765525/SRR765525_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHR36 RNAseq"
SRR765526,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765526/SRR765526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765526/SRR765526_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHT55 RNAseq"
SRR765527,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765527/SRR765527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765527/SRR765527_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHT77 RNAseq"
SRR765528,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765528/SRR765528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765528/SRR765528_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHV63 RNAseq"
SRR765529,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765529/SRR765529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765529/SRR765529_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHW17 RNAseq"
SRR765530,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765530/SRR765530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765530/SRR765530_2.fastq.gz,mixed,PRJNA189400,"Zea mays, PHZ51 RNAseq"
SRR765531,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765531/SRR765531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765531/SRR765531_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R101 RNAseq"
SRR765532,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765532/SRR765532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765532/SRR765532_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R113 RNAseq"
SRR765533,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765533/SRR765533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765533/SRR765533_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R134 RNAseq"
SRR765534,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765534/SRR765534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765534/SRR765534_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R168 RNAseq"
SRR765535,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765535/SRR765535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765535/SRR765535_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R177 RNAseq"
SRR765536,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765536/SRR765536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765536/SRR765536_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R181B RNAseq"
SRR765537,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765537/SRR765537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765537/SRR765537_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R197 RNAseq"
SRR765538,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765538/SRR765538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765538/SRR765538_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R225 RNAseq"
SRR765539,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765539/SRR765539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765539/SRR765539_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R226 RNAseq"
SRR765540,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765540/SRR765540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765540/SRR765540_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R227 RNAseq"
SRR765541,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765541/SRR765541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765541/SRR765541_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R229 RNAseq"
SRR765542,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765542/SRR765542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765542/SRR765542_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R30 RNAseq"
SRR765543,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765543/SRR765543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765543/SRR765543_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R4 RNAseq"
SRR765544,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765544/SRR765544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765544/SRR765544_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R53 RNAseq"
SRR765545,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765545/SRR765545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765545/SRR765545_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R71 RNAseq"
SRR765546,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765546/SRR765546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765546/SRR765546_2.fastq.gz,mixed,PRJNA189400,"Zea mays, R78 RNAseq"
SRR765547,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765547/SRR765547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765547/SRR765547_2.fastq.gz,mixed,PRJNA189400,"Zea mays, S_56 RNAseq"
SRR765548,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765548/SRR765548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765548/SRR765548_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SD101 RNAseq"
